,Sharpness,Contrast,NIQE,BRISQUE
2.0to1.2,7.25,42.12,23.24,63.2
2.0to1.3,7.72,44.34,18.48,62.37
2.0to1.4,7.79,43.94,22.53,60.51
2.0to1.5,8.1,45.16,16.02,60.56
2.0to1.6,8.12,44.76,28.94,59.16
2.0to1.7,8.61,48.53,28.01,57.43
2.0to1.8,8.38,47.01,28.12,57.94
2.0to1.9,8.81,48.63,22.53,58.54
2.0to2.0,9.0,48.34,15.17,55.99
2.0to2.1,9.19,49.86,20.56,53.73
2.0to2.2,9.51,50.69,18.29,53.68
2.0to2.3,9.51,50.39,15.33,53.91
2.0to2.4,9.26,48.39,12.88,50.74
2.0to2.5,8.51,44.04,13.0,49.74
2.0to2.6,8.14,41.14,11.93,47.6
2.0to2.7,7.54,37.23,13.06,47.24
2.0to2.8,6.33,30.59,12.92,47.03
2.0to2.9,5.28,25.92,17.22,47.34
2.0to3.0,4.79,21.92,20.13,50.0
2.1to0.1,2.52,7.15,40.19,40.3
2.1to0.2,2.39,16.29,62.05,41.87
2.1to0.3,2.5,20.32,49.39,40.07
2.1to0.4,2.73,23.18,30.89,42.04
2.1to0.5,3.04,25.73,27.37,52.51
2.1to0.6,3.68,29.52,22.53,58.63
2.1to0.7,4.44,32.56,17.88,64.44
2.1to0.8,5.15,35.94,31.25,68.32
2.1to0.9,5.72,37.99,23.15,68.41
2.1to1.0,6.44,41.15,30.58,63.63
2.1to1.1,6.75,42.03,33.81,63.34
2.1to1.2,7.24,43.64,42.46,61.93
2.1to1.3,7.5,44.75,31.22,58.84
2.1to1.4,7.65,44.82,37.06,58.35
2.1to1.5,7.89,45.6,29.84,57.0
2.1to1.6,7.85,45.5,39.16,52.77
2.1to1.7,8.34,47.08,32.39,55.29
2.1to1.8,8.11,45.77,27.65,57.5
2.1to1.9,8.41,47.04,24.28,56.44
2.1to2.0,8.63,47.3,20.96,55.47
2.1to2.1,8.97,48.1,15.97,57.16
2.1to2.2,9.17,49.47,19.17,53.07
2.1to2.3,9.15,49.1,15.97,53.29
2.1to2.4,8.99,47.11,13.89,50.68
2.1to2.5,8.33,42.81,12.68,52.93
2.1to2.6,7.89,39.48,12.61,52.03
2.1to2.7,7.29,36.36,14.27,52.87
2.1to2.8,6.05,29.18,13.25,49.8
2.1to2.9,5.18,25.12,13.59,48.89
2.1to3.0,4.54,20.42,18.67,52.73
2.2to0.1,2.77,7.84,53.57,34.07
2.2to0.2,2.61,17.98,71.4,32.23
2.2to0.3,2.8,22.3,51.14,44.99
2.2to0.4,2.94,25.71,44.27,49.85
2.2to0.5,3.16,27.21,35.46,53.15
2.2to0.6,3.71,29.34,43.07,62.18
2.2to0.7,4.37,31.79,17.47,62.77
2.2to0.8,4.96,34.58,17.75,65.23
2.2to0.9,5.33,35.34,17.33,62.55
2.2to1.0,6.17,39.05,24.91,59.78
2.2to1.1,6.65,41.18,31.78,59.03
2.2to1.2,7.12,42.69,35.45,62.34
2.2to1.3,7.37,44.17,44.23,60.91
2.2to1.4,7.4,43.72,45.63,58.37
2.2to1.5,7.5,43.87,35.37,58.01
2.2to1.6,7.67,44.16,29.73,57.08
2.2to1.7,8.17,46.21,36.74,58.35
2.2to1.8,7.94,44.74,33.4,58.69
2.2to1.9,8.2,45.6,27.16,59.97
2.2to2.0,8.24,45.61,32.77,59.1
2.2to2.1,8.46,46.29,22.8,59.24
2.2to2.2,8.99,48.36,13.73,56.85
2.2to2.3,8.67,46.6,20.56,56.45
2.2to2.4,8.54,45.38,16.47,55.54
2.2to2.5,8.04,41.91,12.7,55.55
2.2to2.6,7.45,38.01,11.06,54.35
2.2to2.7,7.1,35.95,14.11,51.9
2.2to2.8,5.88,28.38,13.41,53.14
2.2to2.9,5.29,25.5,12.77,48.62
2.2to3.0,4.52,20.74,16.11,49.96
2.3to0.1,2.6,8.22,46.41,27.17
2.3to0.2,2.74,18.62,34.05,34.86
2.3to0.3,2.87,23.11,51.17,44.95
2.3to0.4,3.04,26.05,55.25,48.9
2.3to0.5,3.18,27.51,43.56,56.8
2.3to0.6,3.58,28.91,39.42,63.6
2.3to0.7,4.38,32.24,18.59,69.12
2.3to0.8,5.01,34.66,17.82,70.17
2.3to0.9,5.41,36.3,17.92,67.22
2.3to1.0,6.24,39.78,34.35,64.7
2.3to1.1,6.6,40.85,30.38,63.83
2.3to1.2,7.05,42.8,34.22,62.41
2.3to1.3,7.31,43.64,37.33,61.5
2.3to1.4,7.35,43.47,44.81,60.17
2.3to1.5,7.54,44.15,40.02,59.62
2.3to1.6,7.5,44.3,43.55,59.91
2.3to1.7,8.23,46.82,29.28,59.12
2.3to1.8,7.9,45.1,40.5,58.89
2.3to1.9,8.11,45.66,36.5,59.78
2.3to2.0,8.22,45.5,21.03,58.6
2.3to2.1,8.38,46.36,26.36,59.07
2.3to2.2,8.67,47.5,24.22,57.5
2.3to2.3,9.03,48.39,14.13,56.69
2.3to2.4,8.51,45.2,23.01,57.05
2.3to2.5,8.08,42.1,14.21,55.16
2.3to2.6,7.65,38.76,12.51,51.84
2.3to2.7,7.21,36.72,14.78,54.75
2.3to2.8,6.14,30.02,12.94,51.54
2.3to2.9,5.18,24.87,15.22,53.24
2.3to3.0,4.7,20.87,17.37,51.6
2.4to0.1,2.43,8.17,60.3,31.44
2.4to0.2,2.64,20.1,46.56,40.81
2.4to0.3,2.68,22.79,49.88,56.35
2.4to0.4,2.9,25.13,33.16,51.82
2.4to0.5,3.35,28.62,54.24,52.95
2.4to0.6,3.7,30.24,34.78,60.56
2.4to0.7,4.51,33.83,20.99,65.97
2.4to0.8,5.16,37.21,37.6,69.63
2.4to0.9,5.38,37.14,38.37,69.78
2.4to1.0,6.16,40.42,33.0,67.89
2.4to1.1,6.85,43.54,26.63,60.53
2.4to1.2,7.17,43.44,29.44,59.81
2.4to1.3,7.46,45.27,30.22,62.45
2.4to1.4,7.5,45.46,32.03,60.6
2.4to1.5,7.67,45.7,34.64,57.26
2.4to1.6,7.85,46.14,26.26,60.11
2.4to1.7,8.34,48.07,38.3,58.36
2.4to1.8,8.13,46.26,32.45,58.49
2.4to1.9,8.42,47.5,38.44,57.76
2.4to2.0,8.39,46.94,28.08,58.6
2.4to2.1,8.67,48.12,24.47,57.0
2.4to2.2,8.94,49.94,22.67,56.33
2.4to2.3,8.87,49.19,25.02,56.15
2.4to2.4,8.96,48.21,14.76,57.36
2.4to2.5,8.02,43.53,20.52,57.9
2.4to2.6,7.62,40.34,14.26,55.9
2.4to2.7,7.15,38.01,14.58,55.0
2.4to2.8,6.11,29.51,13.48,57.02
2.4to2.9,5.28,26.06,13.64,51.12
2.4to3.0,4.68,21.85,18.14,55.64
2.5to0.1,2.17,6.42,70.23,36.38
2.5to0.2,2.27,18.4,67.59,47.35
2.5to0.3,2.57,23.17,38.54,49.61
2.5to0.4,2.88,27.18,47.75,55.73
2.5to0.5,3.55,32.38,36.31,65.17
2.5to0.6,4.18,35.13,50.74,72.94
2.5to0.7,5.08,38.25,32.95,69.54
2.5to0.8,5.8,42.26,27.93,73.1
2.5to0.9,6.28,44.66,45.37,65.49
2.5to1.0,6.99,47.23,33.74,64.11
2.5to1.1,7.53,49.3,39.17,61.12
2.5to1.2,7.95,50.52,38.41,56.84
2.5to1.3,8.21,51.1,48.03,53.92
2.5to1.4,8.31,50.95,49.64,53.01
2.5to1.5,8.5,51.2,47.14,52.55
2.5to1.6,8.53,51.34,36.96,50.54
2.5to1.7,9.16,53.77,46.68,53.41
2.5to1.8,8.88,52.27,34.4,53.8
2.5to1.9,9.25,54.53,44.47,50.21
2.5to2.0,9.35,54.64,48.47,50.51
2.5to2.1,9.59,55.7,37.28,49.36
2.5to2.2,9.82,56.89,37.4,54.71
2.5to2.3,9.81,56.27,39.15,54.02
2.5to2.4,9.46,53.61,32.07,52.3
2.5to2.5,8.96,48.38,14.18,56.23
2.5to2.6,8.14,44.13,26.76,51.17
2.5to2.7,7.67,41.88,23.38,55.75
2.5to2.8,6.54,33.79,36.7,54.04
2.5to2.9,5.85,30.5,33.3,49.92
2.5to3.0,4.76,24.75,38.5,46.97
2.6to0.1,2.23,7.01,67.73,28.01
2.6to0.2,2.54,21.11,50.82,48.14
2.6to0.3,2.86,26.47,43.19,50.49
2.6to0.4,3.32,31.6,41.36,56.71
2.6to0.5,3.8,34.98,41.09,69.99
2.6to0.6,4.45,38.18,37.68,71.45
2.6to0.7,5.35,40.93,37.98,69.42
2.6to0.8,6.13,45.58,32.52,69.77
2.6to0.9,6.5,47.51,45.21,62.56
2.6to1.0,7.4,51.06,47.75,64.78
2.6to1.1,7.87,53.13,36.19,59.81
2.6to1.2,8.48,55.12,42.12,56.14
2.6to1.3,8.86,56.79,53.25,58.2
2.6to1.4,8.89,56.2,52.47,53.73
2.6to1.5,8.86,55.82,55.49,56.03
2.6to1.6,8.98,56.58,43.52,58.12
2.6to1.7,9.39,58.21,48.42,59.46
2.6to1.8,9.11,56.07,47.82,55.86
2.6to1.9,9.4,58.19,50.62,52.11
2.6to2.0,9.62,58.65,49.96,56.77
2.6to2.1,9.71,59.48,40.15,49.81
2.6to2.2,9.97,60.62,45.49,55.55
2.6to2.3,10.1,59.78,53.32,51.9
2.6to2.4,9.68,58.08,48.94,54.57
2.6to2.5,8.87,52.74,36.24,51.68
2.6to2.6,8.95,48.27,14.63,55.74
2.6to2.7,8.14,45.62,26.09,52.32
2.6to2.8,6.65,36.59,39.49,52.45
2.6to2.9,5.79,32.03,51.76,54.04
2.6to3.0,5.13,27.37,50.93,45.09
2.7to0.1,2.11,7.07,72.85,31.96
2.7to0.2,2.55,23.41,56.28,45.29
2.7to0.3,2.93,28.77,33.41,58.27
2.7to0.4,3.39,33.83,33.26,66.11
2.7to0.5,4.15,38.58,32.37,70.63
2.7to0.6,5.01,42.93,29.91,59.75
2.7to0.7,5.67,45.01,42.85,68.87
2.7to0.8,6.55,49.32,23.43,71.09
2.7to0.9,7.0,51.22,34.15,73.97
2.7to1.0,7.82,55.84,42.33,64.86
2.7to1.1,8.36,57.94,42.1,62.53
2.7to1.2,8.92,60.47,50.0,60.1
2.7to1.3,9.26,62.02,44.38,61.78
2.7to1.4,9.25,61.68,45.89,62.51
2.7to1.5,9.41,62.08,42.88,59.12
2.7to1.6,9.46,62.81,44.01,57.95
2.7to1.7,10.13,64.52,39.77,55.67
2.7to1.8,9.79,63.35,43.32,59.26
2.7to1.9,10.21,65.84,33.5,57.04
2.7to2.0,10.16,65.52,40.66,57.6
2.7to2.1,10.73,66.76,44.29,57.6
2.7to2.2,10.85,68.42,41.37,52.62
2.7to2.3,10.63,66.94,40.64,55.96
2.7to2.4,10.46,64.81,42.54,53.64
2.7to2.5,9.42,57.46,45.54,55.68
2.7to2.6,9.16,54.15,49.33,54.23
2.7to2.7,8.98,48.46,14.59,56.94
2.7to2.8,7.25,41.21,54.08,53.86
2.7to2.9,6.32,36.15,43.54,53.08
2.7to3.0,5.47,29.51,48.3,52.48
2.8to0.1,2.03,7.33,66.31,45.84
2.8to0.2,3.06,28.82,36.64,52.08
2.8to0.3,3.52,34.68,37.28,61.73
2.8to0.4,4.05,40.69,32.98,68.94
2.8to0.5,4.8,44.45,37.6,67.28
2.8to0.6,5.82,49.42,28.63,78.05
2.8to0.7,6.62,52.21,21.83,74.91
2.8to0.8,7.31,55.06,39.33,76.09
2.8to0.9,7.79,57.61,29.81,69.32
2.8to1.0,8.6,61.38,25.15,65.22
2.8to1.1,9.21,63.65,33.73,68.44
2.8to1.2,9.82,65.47,33.85,60.76
2.8to1.3,10.11,67.35,30.39,70.33
2.8to1.4,10.16,67.01,37.41,68.39
2.8to1.5,10.33,67.97,38.6,62.08
2.8to1.6,10.52,68.9,41.47,59.9
2.8to1.7,10.96,70.82,43.21,62.55
2.8to1.8,10.76,69.86,36.69,64.11
2.8to1.9,11.01,71.51,34.81,55.07
2.8to2.0,11.08,71.23,45.47,61.2
2.8to2.1,11.32,72.3,36.44,60.03
2.8to2.2,11.67,73.95,46.18,55.73
2.8to2.3,11.74,74.11,39.96,48.29
2.8to2.4,11.4,71.26,39.37,61.1
2.8to2.5,10.74,66.68,52.18,59.44
2.8to2.6,10.29,62.99,37.77,56.4
2.8to2.7,9.64,59.19,38.7,87.05
2.8to2.8,8.98,48.31,15.88,56.5
2.8to2.9,7.2,42.03,55.28,57.46
2.8to3.0,6.3,35.06,43.25,59.39
2.9to0.1,1.89,7.04,77.15,37.54
2.9to0.2,3.3,32.8,23.12,53.62
2.9to0.3,3.87,39.63,30.84,68.34
2.9to0.4,4.68,46.95,22.06,70.85
2.9to0.5,5.53,49.83,31.43,69.74
2.9to0.6,6.35,52.7,30.84,82.18
2.9to0.7,7.11,54.73,36.9,85.49
2.9to0.8,7.9,57.94,40.73,74.68
2.9to0.9,8.45,59.67,36.27,69.08
2.9to1.0,9.09,59.86,44.33,65.77
2.9to1.1,9.62,63.19,31.39,75.76
2.9to1.2,10.14,64.61,46.49,63.34
2.9to1.3,10.84,67.94,45.61,51.59
2.9to1.4,10.96,68.02,40.71,45.32
2.9to1.5,10.94,67.91,44.77,54.32
2.9to1.6,11.28,69.31,39.27,50.88
2.9to1.7,11.89,72.28,36.96,46.24
2.9to1.8,11.49,70.74,50.37,53.1
2.9to1.9,11.82,71.59,36.39,60.43
2.9to2.0,11.89,72.04,41.23,44.07
2.9to2.1,12.29,73.83,48.01,51.71
2.9to2.2,12.34,73.16,53.95,58.72
2.9to2.3,12.38,73.6,36.98,40.57
2.9to2.4,12.13,71.35,47.33,48.54
2.9to2.5,11.7,70.02,43.25,54.79
2.9to2.6,11.03,64.49,49.23,51.73
2.9to2.7,10.25,60.48,38.59,47.53
2.9to2.8,8.86,50.02,55.54,62.16
2.9to2.9,8.99,48.42,13.95,55.86
2.9to3.0,6.85,37.67,37.56,61.76
3.0to0.1,1.97,7.04,78.06,44.24
3.0to0.2,4.11,40.89,40.53,64.83
3.0to0.3,4.89,48.99,30.36,68.38
3.0to0.4,5.99,58.35,43.38,68.41
3.0to0.5,6.52,58.29,29.47,73.99
3.0to0.6,7.22,60.4,21.63,72.77
3.0to0.7,7.83,61.02,37.04,75.47
3.0to0.8,8.41,62.93,38.34,86.94
3.0to0.9,8.92,63.83,42.43,68.73
3.0to1.0,9.53,65.09,36.11,68.31
3.0to1.1,9.74,65.34,46.63,61.35
3.0to1.2,10.01,64.73,49.82,55.0
3.0to1.3,10.39,65.8,49.63,72.86
3.0to1.4,10.41,63.54,69.96,42.26
3.0to1.5,10.79,65.98,59.26,62.6
3.0to1.6,11.07,66.84,70.82,69.47
3.0to1.7,11.68,68.51,76.34,54.55
3.0to1.8,11.48,66.49,76.97,48.19
3.0to1.9,11.85,70.53,58.72,48.35
3.0to2.0,11.94,69.4,70.32,57.27
3.0to2.1,12.12,70.92,65.94,47.02
3.0to2.2,12.83,74.59,47.01,30.01
3.0to2.3,12.62,73.8,57.0,39.13
3.0to2.4,12.49,72.17,53.91,53.42
3.0to2.5,11.76,67.02,49.88,39.17
3.0to2.6,11.45,63.78,50.94,42.55
3.0to2.7,10.47,58.62,46.64,34.96
3.0to2.8,9.14,48.49,57.52,45.72
3.0to2.9,8.07,44.37,54.39,43.47
3.0to3.0,8.99,48.58,15.47,56.42
