,Sharpness,Contrast,NIQE,BRISQUE
2.0to1.1,4.15,33.37,29.14,85.81
2.0to1.2,4.23,33.14,28.4,86.67
2.0to1.3,4.36,34.15,26.36,86.3
2.0to1.4,4.32,33.38,25.54,88.4
2.0to1.5,4.43,34.36,29.57,87.59
2.0to1.6,4.48,34.26,29.68,82.53
2.0to1.7,4.78,35.88,13.33,66.05
2.0to1.8,4.63,34.44,14.65,60.94
2.0to1.9,4.89,35.8,15.1,59.89
2.0to2.0,5.08,35.45,13.12,46.1
2.0to2.1,5.1,36.49,16.53,44.46
2.0to2.2,5.25,36.97,20.25,40.05
2.0to2.3,5.27,36.57,23.51,39.13
2.0to2.4,5.06,34.19,30.68,30.9
2.0to2.5,4.75,31.27,23.73,25.73
2.0to2.6,4.53,28.64,19.68,21.21
2.0to2.7,4.37,26.58,29.88,13.14
2.0to2.8,3.58,20.03,19.77,15.05
2.0to2.9,3.19,17.9,18.95,15.62
2.0to3.0,2.81,15.14,15.03,17.04
2.1to0.1,1.88,5.16,32.73,28.66
2.1to0.2,2.23,19.09,32.67,36.43
2.1to0.3,2.2,20.27,24.69,40.12
2.1to0.4,2.12,21.02,32.74,45.62
2.1to0.5,2.43,22.78,23.24,64.19
2.1to0.6,2.73,25.15,20.68,68.52
2.1to0.7,3.1,26.9,16.18,71.27
2.1to0.8,3.4,29.33,23.7,76.18
2.1to0.9,3.67,31.0,20.79,77.7
2.1to1.0,3.97,32.5,18.01,79.82
2.1to1.1,4.12,33.21,23.83,81.47
2.1to1.2,4.27,33.79,20.41,77.99
2.1to1.3,4.36,34.53,20.57,81.9
2.1to1.4,4.46,34.74,22.83,82.1
2.1to1.5,4.49,34.77,20.59,76.3
2.1to1.6,4.36,34.12,19.25,76.37
2.1to1.7,4.65,35.47,18.02,73.09
2.1to1.8,4.5,33.8,14.53,68.96
2.1to1.9,4.66,34.58,15.55,64.64
2.1to2.0,4.81,35.13,14.77,58.5
2.1to2.1,5.05,35.12,13.55,47.39
2.1to2.2,5.02,35.97,14.24,50.15
2.1to2.3,4.95,34.95,19.49,44.41
2.1to2.4,4.9,33.59,21.98,35.35
2.1to2.5,4.53,30.19,25.66,33.23
2.1to2.6,4.3,27.25,19.19,21.69
2.1to2.7,4.09,24.82,26.91,15.79
2.1to2.8,3.5,20.17,17.64,21.89
2.1to2.9,3.1,17.52,17.85,18.91
2.1to3.0,2.52,13.56,13.16,23.21
2.2to0.1,1.82,5.23,22.79,33.97
2.2to0.2,2.34,19.75,23.68,36.93
2.2to0.3,2.33,21.34,25.52,41.86
2.2to0.4,2.61,24.88,30.8,50.99
2.2to0.5,2.74,25.48,23.02,56.83
2.2to0.6,2.92,26.59,19.92,64.26
2.2to0.7,3.31,28.75,16.17,72.33
2.2to0.8,3.58,30.19,19.57,76.39
2.2to0.9,3.66,30.36,18.37,81.62
2.2to1.0,3.88,31.43,17.58,77.17
2.2to1.1,3.87,31.7,21.99,77.36
2.2to1.2,4.07,32.25,19.14,81.31
2.2to1.3,4.21,33.26,20.5,81.11
2.2to1.4,4.33,33.81,22.67,79.91
2.2to1.5,4.14,32.42,18.32,81.64
2.2to1.6,4.3,33.13,20.9,81.73
2.2to1.7,4.58,34.77,23.4,75.7
2.2to1.8,4.43,33.37,21.39,71.63
2.2to1.9,4.52,33.93,15.63,68.35
2.2to2.0,4.49,33.07,16.72,66.1
2.2to2.1,4.61,33.45,15.77,62.41
2.2to2.2,4.99,34.67,10.69,43.7
2.2to2.3,4.69,33.35,16.28,57.45
2.2to2.4,4.66,32.56,15.01,46.29
2.2to2.5,4.41,30.14,17.27,39.02
2.2to2.6,4.11,26.99,15.79,36.24
2.2to2.7,3.87,25.4,19.2,34.09
2.2to2.8,3.21,19.46,18.23,28.65
2.2to2.9,2.9,17.44,16.38,25.5
2.2to3.0,2.46,13.82,12.18,31.94
2.3to0.1,1.9,5.56,25.01,36.16
2.3to0.2,2.25,19.59,27.2,39.01
2.3to0.3,2.36,22.16,27.97,59.52
2.3to0.4,2.34,23.12,31.9,55.23
2.3to0.5,2.55,24.55,13.89,70.55
2.3to0.6,2.81,26.1,19.13,77.73
2.3to0.7,3.29,28.98,14.23,79.9
2.3to0.8,3.5,29.72,19.25,77.12
2.3to0.9,3.55,29.93,19.43,79.98
2.3to1.0,3.95,32.22,12.98,79.52
2.3to1.1,3.96,32.09,18.49,83.14
2.3to1.2,4.19,33.34,17.39,82.5
2.3to1.3,4.18,33.13,21.06,82.37
2.3to1.4,4.26,33.55,22.58,81.07
2.3to1.5,4.27,33.41,21.6,82.42
2.3to1.6,4.24,33.08,21.43,83.11
2.3to1.7,4.6,35.05,20.85,73.74
2.3to1.8,4.43,34.1,22.36,76.62
2.3to1.9,4.52,34.01,16.88,69.18
2.3to2.0,4.57,33.86,14.72,66.08
2.3to2.1,4.62,34.05,14.56,60.66
2.3to2.2,4.67,34.2,19.25,64.25
2.3to2.3,5.02,34.94,11.46,44.79
2.3to2.4,4.6,32.57,15.26,55.82
2.3to2.5,4.37,30.41,17.09,48.25
2.3to2.6,4.04,27.7,16.96,45.28
2.3to2.7,3.88,25.74,15.2,41.82
2.3to2.8,3.32,20.38,14.1,42.23
2.3to2.9,2.76,15.85,13.77,34.56
2.3to3.0,2.47,12.58,17.48,33.96
2.4to0.1,1.64,5.07,24.91,35.97
2.4to0.2,2.16,20.03,28.7,48.3
2.4to0.3,2.55,24.4,28.88,47.81
2.4to0.4,2.63,26.0,33.02,55.68
2.4to0.5,2.75,26.09,29.12,60.58
2.4to0.6,2.85,26.75,17.75,62.96
2.4to0.7,3.3,29.65,14.72,73.63
2.4to0.8,3.51,31.32,21.64,73.08
2.4to0.9,3.47,30.04,19.54,77.88
2.4to1.0,3.93,32.61,15.09,78.09
2.4to1.1,4.08,33.76,20.02,79.08
2.4to1.2,4.1,32.87,19.4,80.2
2.4to1.3,4.26,34.39,20.47,84.05
2.4to1.4,4.3,34.41,18.44,84.15
2.4to1.5,4.42,35.21,24.86,84.37
2.4to1.6,4.46,35.06,23.41,83.6
2.4to1.7,4.6,35.97,24.35,80.27
2.4to1.8,4.58,35.2,19.57,77.59
2.4to1.9,4.72,36.07,17.0,71.96
2.4to2.0,4.67,35.4,16.45,72.97
2.4to2.1,4.76,35.66,17.75,72.36
2.4to2.2,4.86,36.21,15.68,66.66
2.4to2.3,4.84,35.65,14.65,61.49
2.4to2.4,5.02,35.0,11.42,44.88
2.4to2.5,4.44,31.85,15.65,58.08
2.4to2.6,4.18,29.28,13.52,55.31
2.4to2.7,3.87,27.41,16.45,51.83
2.4to2.8,3.25,20.38,15.55,43.67
2.4to2.9,2.81,17.56,13.6,45.58
2.4to3.0,2.37,13.54,19.27,34.04
2.5to0.1,1.78,7.04,22.82,40.08
2.5to0.2,2.27,22.28,25.09,45.23
2.5to0.3,2.34,23.76,27.24,60.24
2.5to0.4,2.41,25.53,32.36,56.78
2.5to0.5,2.86,28.73,26.46,78.07
2.5to0.6,3.12,30.13,20.23,85.55
2.5to0.7,3.6,32.86,26.92,84.44
2.5to0.8,4.05,36.26,18.78,85.23
2.5to0.9,4.2,36.6,26.58,87.57
2.5to1.0,4.45,38.59,21.9,85.47
2.5to1.1,4.6,38.88,18.79,84.9
2.5to1.2,4.71,38.99,24.03,84.02
2.5to1.3,4.83,39.09,16.0,78.45
2.5to1.4,4.88,39.03,24.12,76.59
2.5to1.5,4.9,38.77,18.65,78.19
2.5to1.6,4.84,38.15,20.73,77.84
2.5to1.7,5.13,40.18,20.56,74.87
2.5to1.8,5.02,39.17,17.19,73.14
2.5to1.9,5.28,40.86,15.62,73.15
2.5to2.0,5.31,41.07,17.57,69.38
2.5to2.1,5.3,40.84,16.08,70.24
2.5to2.2,5.55,42.7,14.65,68.32
2.5to2.3,5.43,41.73,16.8,65.82
2.5to2.4,5.21,39.51,15.58,61.84
2.5to2.5,5.01,34.96,11.48,44.96
2.5to2.6,4.37,31.73,16.63,60.23
2.5to2.7,4.11,30.25,17.93,66.04
2.5to2.8,3.48,23.81,15.67,53.08
2.5to2.9,3.15,21.58,19.02,52.24
2.5to3.0,2.62,17.16,18.15,57.74
2.6to0.1,1.77,7.67,24.24,35.23
2.6to0.2,2.37,23.27,17.48,48.67
2.6to0.3,2.58,26.87,23.96,58.73
2.6to0.4,2.69,29.3,19.98,62.25
2.6to0.5,3.1,31.53,20.82,82.55
2.6to0.6,3.4,33.47,25.41,84.27
2.6to0.7,4.05,37.29,19.1,88.1
2.6to0.8,4.42,40.22,19.9,86.39
2.6to0.9,4.56,41.18,20.03,85.63
2.6to1.0,4.97,44.04,18.39,85.23
2.6to1.1,5.29,46.32,18.63,85.28
2.6to1.2,5.4,45.55,24.32,83.11
2.6to1.3,5.33,44.66,20.03,83.94
2.6to1.4,5.48,45.67,24.08,84.87
2.6to1.5,5.28,43.52,22.9,82.48
2.6to1.6,5.19,42.96,24.44,78.0
2.6to1.7,5.44,44.53,20.33,78.92
2.6to1.8,5.42,43.86,15.25,76.98
2.6to1.9,5.66,46.1,15.06,72.78
2.6to2.0,5.76,46.37,16.09,72.17
2.6to2.1,5.76,46.68,16.08,64.47
2.6to2.2,5.87,47.58,16.69,68.75
2.6to2.3,5.66,44.33,18.62,62.0
2.6to2.4,5.44,43.2,17.46,67.47
2.6to2.5,4.82,38.12,18.26,63.59
2.6to2.6,4.99,34.87,11.48,45.53
2.6to2.7,4.36,32.44,17.0,64.79
2.6to2.8,3.54,26.11,19.83,58.25
2.6to2.9,3.28,23.67,18.46,55.69
2.6to3.0,2.93,20.69,22.56,57.88
2.7to0.1,1.48,5.66,20.81,45.73
2.7to0.2,2.19,23.77,21.85,56.33
2.7to0.3,2.46,27.25,31.74,70.52
2.7to0.4,3.01,32.54,34.56,75.8
2.7to0.5,3.39,34.85,23.42,83.22
2.7to0.6,3.8,37.79,23.05,84.93
2.7to0.7,4.05,38.46,19.78,84.45
2.7to0.8,4.49,41.75,24.92,85.65
2.7to0.9,4.8,44.27,23.21,85.26
2.7to1.0,5.04,45.59,24.34,85.81
2.7to1.1,5.3,46.99,24.53,85.34
2.7to1.2,5.43,47.86,26.88,86.29
2.7to1.3,5.4,47.59,23.13,82.87
2.7to1.4,5.53,48.68,28.15,80.54
2.7to1.5,5.42,47.86,25.89,79.87
2.7to1.6,5.41,48.19,24.25,77.04
2.7to1.7,5.74,49.71,17.02,78.8
2.7to1.8,5.38,46.67,15.72,82.74
2.7to1.9,5.61,48.73,17.85,76.1
2.7to2.0,5.48,46.69,14.97,68.87
2.7to2.1,5.82,48.45,14.18,64.88
2.7to2.2,5.94,50.27,19.52,64.95
2.7to2.3,5.9,49.39,14.03,66.34
2.7to2.4,5.43,44.52,14.74,65.44
2.7to2.5,5.0,40.72,16.03,61.59
2.7to2.6,4.72,37.4,19.67,65.3
2.7to2.7,5.01,34.86,11.24,44.71
2.7to2.8,3.87,29.23,21.78,62.17
2.7to2.9,3.44,25.79,15.65,61.42
2.7to3.0,2.65,18.77,22.23,67.29
2.8to0.1,1.42,6.22,16.89,53.74
2.8to0.2,2.6,28.29,27.22,61.59
2.8to0.3,2.87,32.31,42.89,70.0
2.8to0.4,3.31,37.28,41.17,79.4
2.8to0.5,4.04,42.61,27.71,72.43
2.8to0.6,4.79,47.79,26.3,79.9
2.8to0.7,5.01,49.26,20.93,81.9
2.8to0.8,5.33,51.26,26.27,82.93
2.8to0.9,5.45,51.69,28.71,80.96
2.8to1.0,5.74,53.74,31.71,81.29
2.8to1.1,6.1,56.61,22.03,85.7
2.8to1.2,6.32,57.66,25.88,87.33
2.8to1.3,6.37,58.39,30.83,85.31
2.8to1.4,6.38,58.29,32.13,82.35
2.8to1.5,6.42,58.26,33.3,84.41
2.8to1.6,6.56,59.76,32.26,78.31
2.8to1.7,6.82,62.29,29.7,76.2
2.8to1.8,6.42,58.3,32.83,76.89
2.8to1.9,6.85,62.86,32.36,82.38
2.8to2.0,6.77,62.63,25.43,81.6
2.8to2.1,6.95,62.96,26.4,76.53
2.8to2.2,6.9,62.68,43.71,73.64
2.8to2.3,6.77,61.19,29.45,66.62
2.8to2.4,6.68,60.17,31.24,72.47
2.8to2.5,6.15,54.74,18.8,76.41
2.8to2.6,5.6,48.96,27.34,75.59
2.8to2.7,5.17,44.94,25.69,73.18
2.8to2.8,5.01,34.88,11.56,44.85
2.8to2.9,3.86,31.1,22.35,71.22
2.8to3.0,3.19,24.48,25.96,74.06
2.9to0.1,1.38,8.55,19.41,51.46
2.9to0.2,2.74,31.7,32.81,67.64
2.9to0.3,3.21,37.18,37.2,75.05
2.9to0.4,3.95,44.22,34.51,73.21
2.9to0.5,4.72,49.29,25.56,75.47
2.9to0.6,5.34,53.57,29.97,83.26
2.9to0.7,5.72,56.27,23.63,89.04
2.9to0.8,6.15,59.62,26.4,84.02
2.9to0.9,6.33,60.43,23.22,83.48
2.9to1.0,7.02,65.8,20.76,68.73
2.9to1.1,7.37,69.39,21.86,78.83
2.9to1.2,7.54,70.46,26.41,62.0
2.9to1.3,7.94,74.07,28.7,63.94
2.9to1.4,7.89,73.71,31.5,61.72
2.9to1.5,7.8,72.29,26.54,57.19
2.9to1.6,8.05,73.0,28.06,63.54
2.9to1.7,8.37,75.86,27.64,59.73
2.9to1.8,8.01,73.46,26.82,58.49
2.9to1.9,8.29,77.14,31.85,68.23
2.9to2.0,8.11,75.2,23.78,65.56
2.9to2.1,8.36,77.05,25.26,47.14
2.9to2.2,8.57,79.0,28.07,55.66
2.9to2.3,8.41,77.36,22.01,63.29
2.9to2.4,8.18,74.5,21.32,41.45
2.9to2.5,7.22,64.82,21.46,57.96
2.9to2.6,6.59,59.13,24.91,54.12
2.9to2.7,6.11,53.56,26.05,56.35
2.9to2.8,5.07,43.2,36.39,69.06
2.9to2.9,5.0,34.89,11.26,44.8
2.9to3.0,3.71,29.75,31.12,74.56
3.0to0.1,1.4,8.13,21.35,53.39
3.0to0.2,3.88,43.03,35.59,73.63
3.0to0.3,4.13,46.95,44.24,76.89
3.0to0.4,4.89,54.87,39.03,80.74
3.0to0.5,5.62,59.87,42.43,79.53
3.0to0.6,6.17,64.26,38.03,76.82
3.0to0.7,6.43,65.64,33.76,77.2
3.0to0.8,6.9,70.28,25.29,88.0
3.0to0.9,7.22,72.71,32.71,76.48
3.0to1.0,7.58,75.81,26.32,75.69
3.0to1.1,8.31,81.16,36.93,77.32
3.0to1.2,8.46,82.0,30.38,66.94
3.0to1.3,8.91,82.86,32.44,71.77
3.0to1.4,9.05,83.5,30.45,66.66
3.0to1.5,9.08,85.71,30.7,57.55
3.0to1.6,9.35,87.83,31.21,58.73
3.0to1.7,9.56,87.8,24.19,86.41
3.0to1.8,9.13,84.11,29.51,57.19
3.0to1.9,9.63,89.84,23.3,66.5
3.0to2.0,9.48,87.9,32.25,53.31
3.0to2.1,9.57,87.84,27.44,65.52
3.0to2.2,10.04,91.79,27.67,52.93
3.0to2.3,9.34,88.12,32.35,45.67
3.0to2.4,9.3,84.7,34.5,50.56
3.0to2.5,8.56,76.3,34.91,52.67
3.0to2.6,7.8,69.55,29.7,61.38
3.0to2.7,7.32,67.22,24.77,43.05
3.0to2.8,6.05,52.92,25.25,54.11
3.0to2.9,5.05,43.95,28.46,44.96
3.0to3.0,5.01,34.98,11.6,44.5
