,Sharpness,Contrast,NIQE,BRISQUE
2.0to1.2,10.87,50.4,12.23,32.13
2.0to1.3,12.21,51.87,17.11,35.15
2.0to1.4,12.26,52.01,12.43,32.91
2.0to1.5,13.21,54.55,15.08,29.12
2.0to1.6,13.32,55.97,15.61,30.31
2.0to1.7,13.41,62.64,34.28,28.84
2.0to1.8,13.46,61.92,34.17,26.48
2.0to1.9,14.16,64.49,44.67,38.42
2.0to2.0,15.44,64.75,13.01,15.62
2.0to2.1,14.81,66.11,38.63,20.82
2.0to2.2,15.45,68.13,32.85,33.06
2.0to2.3,15.5,67.79,35.18,16.97
2.0to2.4,15.38,66.05,31.25,24.97
2.0to2.5,14.34,60.88,24.11,13.38
2.0to2.6,13.98,57.56,26.52,15.7
2.0to2.7,12.96,52.85,27.1,16.47
2.0to2.8,11.07,43.56,25.03,12.88
2.0to2.9,9.83,37.75,21.87,10.27
2.0to3.0,8.45,31.21,22.13,12.32
2.1to0.1,3.29,6.39,25.49,6.12
2.1to0.2,3.16,17.47,25.15,3.49
2.1to0.3,3.17,23.2,25.64,8.62
2.1to0.4,3.44,27.76,26.52,21.84
2.1to0.5,4.26,32.74,27.14,37.18
2.1to0.6,5.05,36.22,27.86,53.06
2.1to0.7,5.86,38.49,21.9,54.54
2.1to0.8,6.86,41.97,33.15,52.14
2.1to0.9,7.66,44.89,44.03,50.35
2.1to1.0,8.61,47.82,41.61,46.27
2.1to1.1,9.52,50.89,46.03,42.31
2.1to1.2,10.22,53.15,39.24,41.22
2.1to1.3,11.07,56.05,41.3,37.19
2.1to1.4,11.34,56.42,38.03,34.39
2.1to1.5,11.89,58.02,39.32,34.32
2.1to1.6,12.25,59.13,41.18,33.6
2.1to1.7,13.1,61.53,38.0,31.95
2.1to1.8,13.11,60.95,35.54,30.79
2.1to1.9,13.82,63.67,39.89,31.5
2.1to2.0,14.09,64.03,32.18,29.92
2.1to2.1,15.43,64.68,11.85,14.49
2.1to2.2,15.04,67.15,35.65,25.42
2.1to2.3,15.03,66.68,34.42,25.9
2.1to2.4,14.92,65.17,34.99,25.5
2.1to2.5,13.86,59.05,26.26,19.71
2.1to2.6,13.48,55.73,27.67,17.89
2.1to2.7,12.55,51.6,23.32,15.62
2.1to2.8,10.69,42.66,23.01,17.07
2.1to2.9,9.5,37.15,18.92,11.78
2.1to3.0,8.2,30.45,20.97,15.13
2.2to0.1,3.6,6.93,22.25,11.84
2.2to0.2,3.5,18.15,45.01,-5.45
2.2to0.3,3.38,21.9,35.06,-2.64
2.2to0.4,3.51,26.58,28.25,10.42
2.2to0.5,4.27,32.29,22.8,28.36
2.2to0.6,4.96,35.36,18.45,44.46
2.2to0.7,5.97,38.7,26.17,47.27
2.2to0.8,6.87,41.74,35.15,47.36
2.2to0.9,7.59,44.13,32.06,45.17
2.2to1.0,8.71,48.08,31.24,44.53
2.2to1.1,9.59,50.84,29.63,39.94
2.2to1.2,10.34,53.15,34.47,36.58
2.2to1.3,11.12,55.87,35.74,36.31
2.2to1.4,11.37,56.39,28.39,34.31
2.2to1.5,11.8,57.53,37.25,32.58
2.2to1.6,12.13,58.37,34.77,30.26
2.2to1.7,13.02,61.05,27.39,30.27
2.2to1.8,12.94,59.98,26.19,26.74
2.2to1.9,13.53,62.38,26.27,26.04
2.2to2.0,13.66,62.26,23.3,25.03
2.2to2.1,14.08,63.59,23.6,21.6
2.2to2.2,15.42,64.7,12.57,15.28
2.2to2.3,14.7,64.69,19.35,19.22
2.2to2.4,14.53,63.28,21.27,16.75
2.2to2.5,13.61,57.31,16.95,19.32
2.2to2.6,13.12,54.13,17.46,14.65
2.2to2.7,12.36,50.12,19.35,13.73
2.2to2.8,10.54,41.45,17.41,10.57
2.2to2.9,9.39,36.55,16.37,14.21
2.2to3.0,8.06,30.77,16.5,10.87
2.3to0.1,3.79,7.77,40.37,15.37
2.3to0.2,3.47,19.21,41.27,-2.7
2.3to0.3,3.49,23.4,27.36,2.64
2.3to0.4,3.78,28.92,23.49,14.21
2.3to0.5,4.28,32.41,16.78,27.91
2.3to0.6,4.98,35.56,20.54,39.58
2.3to0.7,5.92,38.1,23.63,46.59
2.3to0.8,6.89,41.83,29.69,51.59
2.3to0.9,7.64,44.37,29.59,48.44
2.3to1.0,8.75,48.32,34.79,45.8
2.3to1.1,9.69,51.06,27.24,43.97
2.3to1.2,10.43,53.5,30.44,38.85
2.3to1.3,11.18,55.99,36.96,38.1
2.3to1.4,11.39,56.16,37.33,35.78
2.3to1.5,11.89,57.63,30.29,36.24
2.3to1.6,12.2,58.99,29.43,30.15
2.3to1.7,13.11,61.63,23.63,27.32
2.3to1.8,13.0,60.51,23.34,22.78
2.3to1.9,13.62,62.28,23.89,26.91
2.3to2.0,13.83,62.61,23.28,26.37
2.3to2.1,14.14,63.86,22.85,23.05
2.3to2.2,14.64,65.77,23.64,22.84
2.3to2.3,15.4,64.69,13.18,14.51
2.3to2.4,14.43,62.75,20.24,23.64
2.3to2.5,13.48,57.48,20.05,20.36
2.3to2.6,13.09,54.27,20.85,18.94
2.3to2.7,12.24,50.36,21.67,14.78
2.3to2.8,10.54,42.47,20.44,17.01
2.3to2.9,9.16,36.22,19.68,16.36
2.3to3.0,7.93,30.01,17.88,24.78
2.4to0.1,3.46,7.15,45.61,10.67
2.4to0.2,3.44,20.79,38.08,-2.25
2.4to0.3,3.43,25.17,23.96,12.69
2.4to0.4,3.71,29.9,53.2,18.6
2.4to0.5,4.25,33.7,35.71,35.8
2.4to0.6,5.08,37.31,21.98,42.71
2.4to0.7,6.04,39.97,32.82,48.65
2.4to0.8,6.95,43.65,42.32,47.1
2.4to0.9,7.65,45.94,51.76,48.73
2.4to1.0,8.8,49.86,38.37,45.53
2.4to1.1,9.78,53.39,38.66,42.3
2.4to1.2,10.49,55.47,48.9,39.59
2.4to1.3,11.24,57.96,47.07,37.74
2.4to1.4,11.48,58.29,47.48,35.51
2.4to1.5,12.01,60.01,45.42,31.05
2.4to1.6,12.37,60.91,37.55,33.1
2.4to1.7,13.22,63.53,29.97,33.11
2.4to1.8,13.19,63.05,30.84,27.98
2.4to1.9,13.8,65.03,26.65,28.32
2.4to2.0,13.89,65.06,30.09,27.38
2.4to2.1,14.29,66.48,26.8,26.26
2.4to2.2,14.79,68.38,29.61,26.55
2.4to2.3,14.79,67.7,29.33,23.4
2.4to2.4,15.41,64.77,12.8,13.02
2.4to2.5,13.57,60.48,24.83,21.71
2.4to2.6,13.22,57.32,24.53,21.92
2.4to2.7,12.13,52.57,26.25,21.33
2.4to2.8,10.57,44.52,22.57,20.17
2.4to2.9,9.13,37.71,23.42,22.8
2.4to3.0,7.95,32.08,19.99,22.31
2.5to0.1,3.03,7.87,56.01,-1.65
2.5to0.2,3.36,23.83,62.18,7.73
2.5to0.3,3.29,26.55,36.99,16.75
2.5to0.4,3.52,30.81,48.78,32.8
2.5to0.5,4.2,33.78,48.99,48.18
2.5to0.6,5.11,37.53,22.56,56.34
2.5to0.7,5.88,39.86,27.69,55.29
2.5to0.8,6.92,43.56,34.76,50.35
2.5to0.9,7.68,46.17,57.88,54.74
2.5to1.0,8.75,50.01,54.51,45.86
2.5to1.1,9.78,53.4,33.34,45.21
2.5to1.2,10.36,55.0,50.6,45.83
2.5to1.3,11.28,58.25,46.52,47.93
2.5to1.4,11.56,58.29,47.27,37.56
2.5to1.5,12.15,60.28,45.11,37.99
2.5to1.6,12.56,62.08,53.61,44.34
2.5to1.7,13.47,65.37,36.83,31.19
2.5to1.8,13.46,64.75,40.26,36.3
2.5to1.9,14.14,66.87,45.36,34.17
2.5to2.0,14.29,66.55,39.78,29.8
2.5to2.1,14.7,68.47,49.09,40.15
2.5to2.2,15.34,70.12,38.18,25.75
2.5to2.3,15.35,70.25,41.77,36.48
2.5to2.4,15.1,68.01,36.99,23.95
2.5to2.5,15.43,64.83,12.45,15.78
2.5to2.6,13.59,60.31,38.5,30.34
2.5to2.7,12.5,54.54,33.03,23.72
2.5to2.8,10.6,45.08,31.85,22.08
2.5to2.9,9.36,39.2,26.41,27.45
2.5to3.0,8.04,32.21,31.83,26.89
2.6to0.1,3.1,7.96,42.65,2.78
2.6to0.2,3.52,25.86,59.02,10.14
2.6to0.3,3.41,28.07,37.07,17.34
2.6to0.4,3.69,32.63,36.77,33.51
2.6to0.5,4.38,35.12,18.78,47.03
2.6to0.6,5.28,39.09,28.08,56.95
2.6to0.7,5.99,40.97,29.33,56.18
2.6to0.8,6.97,44.85,58.68,60.56
2.6to0.9,7.72,46.79,62.12,54.71
2.6to1.0,8.86,51.19,55.02,53.18
2.6to1.1,9.86,54.58,49.97,44.73
2.6to1.2,10.59,56.69,45.92,47.87
2.6to1.3,11.41,59.62,47.38,43.75
2.6to1.4,11.69,59.77,61.28,50.24
2.6to1.5,12.25,61.8,56.09,48.61
2.6to1.6,12.69,63.58,55.64,48.49
2.6to1.7,13.65,67.25,40.8,30.96
2.6to1.8,13.58,66.38,37.3,34.57
2.6to1.9,14.29,68.62,35.31,34.54
2.6to2.0,14.43,68.34,48.98,40.34
2.6to2.1,14.78,70.19,35.84,32.22
2.6to2.2,15.46,72.33,33.8,31.37
2.6to2.3,15.56,72.84,32.84,26.55
2.6to2.4,15.25,70.46,34.21,32.54
2.6to2.5,14.21,66.63,42.71,30.89
2.6to2.6,15.43,64.93,12.05,14.2
2.6to2.7,12.83,57.6,36.39,27.81
2.6to2.8,10.89,47.14,38.67,24.54
2.6to2.9,9.54,41.05,27.79,31.25
2.6to3.0,8.2,33.69,23.48,29.42
2.7to0.1,3.8,8.8,65.1,15.64
2.7to0.2,3.99,29.36,53.58,16.75
2.7to0.3,3.8,30.85,36.23,20.46
2.7to0.4,3.9,34.41,55.17,36.9
2.7to0.5,4.49,36.41,16.08,55.23
2.7to0.6,5.27,37.98,19.88,57.77
2.7to0.7,6.15,41.77,21.88,46.85
2.7to0.8,7.37,45.95,38.17,48.25
2.7to0.9,7.99,47.21,35.37,49.36
2.7to1.0,9.06,51.11,52.61,45.91
2.7to1.1,10.12,54.79,48.47,42.54
2.7to1.2,10.72,56.48,40.16,41.99
2.7to1.3,11.6,59.4,41.85,36.2
2.7to1.4,11.85,59.28,37.36,36.96
2.7to1.5,12.4,61.59,42.99,32.46
2.7to1.6,12.98,63.67,34.88,29.41
2.7to1.7,13.95,66.31,40.94,34.94
2.7to1.8,14.02,66.27,30.3,24.26
2.7to1.9,14.78,68.48,37.12,32.14
2.7to2.0,15.04,68.55,31.6,29.96
2.7to2.1,15.36,70.61,30.49,30.39
2.7to2.2,16.13,72.23,29.43,35.22
2.7to2.3,16.13,72.49,42.33,33.36
2.7to2.4,16.24,71.43,27.32,24.95
2.7to2.5,15.0,67.6,30.24,29.11
2.7to2.6,14.72,64.52,25.59,24.61
2.7to2.7,15.42,64.74,12.42,15.04
2.7to2.8,11.31,47.26,30.97,25.03
2.7to2.9,9.92,40.96,30.77,29.36
2.7to3.0,8.33,33.93,26.74,30.93
2.8to0.1,4.1,13.08,44.48,17.16
2.8to0.2,4.32,26.82,47.87,13.44
2.8to0.3,4.18,29.3,11.01,20.52
2.8to0.4,4.25,33.88,29.69,30.81
2.8to0.5,5.01,36.65,14.17,49.39
2.8to0.6,5.93,40.31,12.26,46.27
2.8to0.7,6.28,38.98,17.47,46.74
2.8to0.8,7.62,43.83,20.97,53.52
2.8to0.9,8.34,44.8,28.46,53.37
2.8to1.0,9.32,49.25,15.66,52.3
2.8to1.1,10.65,52.78,16.05,47.66
2.8to1.2,11.22,55.0,18.67,44.94
2.8to1.3,12.26,60.15,19.19,42.36
2.8to1.4,12.47,59.12,25.79,42.4
2.8to1.5,13.16,60.83,20.37,40.32
2.8to1.6,13.74,63.12,23.8,40.17
2.8to1.7,14.78,66.92,20.89,40.63
2.8to1.8,15.08,68.24,24.68,34.06
2.8to1.9,16.07,69.31,22.37,41.85
2.8to2.0,16.2,70.61,23.75,38.05
2.8to2.1,16.61,71.22,22.33,40.22
2.8to2.2,17.27,76.52,31.77,31.95
2.8to2.3,17.33,76.5,27.52,29.83
2.8to2.4,17.46,75.18,35.85,33.81
2.8to2.5,16.28,71.05,23.01,38.39
2.8to2.6,16.58,68.84,20.12,39.94
2.8to2.7,15.21,59.02,23.55,45.82
2.8to2.8,15.45,64.98,12.5,13.91
2.8to2.9,12.19,42.42,23.47,37.16
2.8to3.0,9.51,33.58,24.19,33.24
2.9to0.1,4.49,10.79,53.87,15.66
2.9to0.2,4.56,29.56,15.18,16.48
2.9to0.3,4.63,31.96,27.95,22.37
2.9to0.4,4.85,36.55,25.19,28.26
2.9to0.5,5.43,38.94,34.04,41.61
2.9to0.6,6.15,42.31,23.69,53.78
2.9to0.7,6.69,43.93,15.31,49.5
2.9to0.8,7.75,45.67,12.94,50.01
2.9to0.9,8.67,48.6,13.08,55.06
2.9to1.0,9.55,50.29,16.24,54.91
2.9to1.1,10.95,55.57,15.34,52.96
2.9to1.2,11.51,56.3,15.28,52.14
2.9to1.3,12.38,57.81,20.15,51.02
2.9to1.4,12.55,57.45,17.23,47.74
2.9to1.5,13.45,60.63,23.58,50.54
2.9to1.6,14.24,64.4,29.87,45.58
2.9to1.7,14.94,64.76,22.28,44.68
2.9to1.8,15.02,65.3,21.41,44.91
2.9to1.9,16.13,67.96,23.56,42.11
2.9to2.0,16.2,69.18,28.84,41.05
2.9to2.1,16.74,71.95,26.17,36.33
2.9to2.2,17.47,73.57,26.05,35.5
2.9to2.3,17.51,73.75,33.41,35.17
2.9to2.4,17.63,73.43,23.18,31.51
2.9to2.5,16.44,67.6,20.55,40.15
2.9to2.6,16.46,65.52,13.17,41.69
2.9to2.7,15.87,59.6,22.31,46.83
2.9to2.8,14.58,48.3,20.0,38.57
2.9to2.9,15.49,65.0,12.5,14.52
2.9to3.0,11.12,38.04,25.54,36.23
3.0to0.1,4.65,9.16,60.92,22.24
3.0to0.2,5.84,32.5,20.92,28.88
3.0to0.3,5.68,37.85,23.13,28.49
3.0to0.4,5.17,40.28,17.08,30.36
3.0to0.5,5.48,41.55,21.09,37.27
3.0to0.6,6.24,44.36,16.83,53.04
3.0to0.7,6.91,44.95,16.52,54.02
3.0to0.8,8.22,47.64,18.39,57.42
3.0to0.9,9.05,48.5,13.62,54.63
3.0to1.0,10.17,50.12,22.19,56.11
3.0to1.1,11.01,52.69,23.07,44.84
3.0to1.2,11.43,54.44,30.67,42.81
3.0to1.3,12.76,58.26,18.52,37.86
3.0to1.4,12.84,53.79,17.73,38.62
3.0to1.5,13.61,59.0,22.5,34.16
3.0to1.6,14.44,64.6,17.88,24.78
3.0to1.7,15.31,65.91,34.72,26.24
3.0to1.8,15.31,63.25,28.16,27.28
3.0to1.9,16.04,66.51,23.95,27.8
3.0to2.0,16.29,65.75,21.85,28.28
3.0to2.1,16.52,68.05,44.24,25.94
3.0to2.2,17.75,72.7,51.96,23.52
3.0to2.3,17.04,69.52,38.64,23.03
3.0to2.4,18.08,70.78,40.36,26.1
3.0to2.5,16.6,66.62,33.46,18.5
3.0to2.6,16.65,64.33,33.99,14.8
3.0to2.7,15.45,61.85,34.45,21.32
3.0to2.8,13.18,50.33,34.8,21.88
3.0to2.9,12.9,41.37,30.31,38.9
3.0to3.0,15.41,64.69,11.74,15.69
