,Sharpness,Contrast,NIQE,BRISQUE
2.0to1.2,12.79,52.4,13.95,24.39
2.0to1.3,14.51,54.81,16.83,29.09
2.0to1.4,14.47,55.84,13.31,22.27
2.0to1.5,15.51,58.68,22.17,30.35
2.0to1.6,15.62,59.43,21.6,31.92
2.0to1.7,14.64,63.14,14.96,24.55
2.0to1.8,14.9,63.33,17.41,22.14
2.0to1.9,15.65,66.04,18.0,25.51
2.0to2.0,17.14,68.08,11.88,9.87
2.0to2.1,16.34,67.46,17.2,15.32
2.0to2.2,17.12,69.66,16.96,20.92
2.0to2.3,17.3,69.13,20.39,19.4
2.0to2.4,17.49,68.25,19.19,14.55
2.0to2.5,16.4,63.31,12.7,9.47
2.0to2.6,16.34,60.69,13.44,10.06
2.0to2.7,15.17,55.42,19.13,9.5
2.0to2.8,13.1,45.89,20.66,6.7
2.0to2.9,12.01,40.41,17.7,18.9
2.0to3.0,10.37,32.6,17.24,9.6
2.1to0.1,4.76,8.4,17.63,25.5
2.1to0.2,4.76,27.56,26.91,-2.87
2.1to0.3,4.18,26.94,20.06,-4.24
2.1to0.4,4.45,31.44,17.77,4.42
2.1to0.5,5.09,33.32,26.91,22.76
2.1to0.6,5.74,36.7,23.14,36.77
2.1to0.7,6.16,37.55,13.77,35.09
2.1to0.8,7.19,41.19,12.93,36.57
2.1to0.9,8.0,43.46,10.83,38.98
2.1to1.0,8.88,46.63,12.86,37.83
2.1to1.1,10.0,50.41,15.04,41.23
2.1to1.2,10.56,51.84,15.62,40.88
2.1to1.3,11.62,55.58,17.6,33.63
2.1to1.4,11.93,55.72,16.59,35.01
2.1to1.5,12.61,57.96,17.35,34.27
2.1to1.6,13.07,59.66,18.73,32.19
2.1to1.7,14.13,63.64,18.65,28.43
2.1to1.8,14.38,63.42,17.12,28.65
2.1to1.9,15.08,65.32,18.56,29.16
2.1to2.0,15.43,65.17,20.15,26.31
2.1to2.1,17.14,68.21,12.23,10.4
2.1to2.2,16.4,68.82,22.57,22.06
2.1to2.3,16.53,68.75,18.74,19.95
2.1to2.4,16.65,67.0,18.09,16.11
2.1to2.5,15.68,64.58,21.75,12.72
2.1to2.6,15.53,61.36,15.74,11.59
2.1to2.7,14.48,55.57,17.56,14.95
2.1to2.8,12.42,46.29,20.41,12.2
2.1to2.9,11.2,39.73,18.31,12.73
2.1to3.0,9.78,32.95,16.09,8.2
2.2to0.1,3.87,7.06,23.45,7.51
2.2to0.2,3.7,20.3,23.9,-3.16
2.2to0.3,3.56,24.24,28.52,1.28
2.2to0.4,3.76,28.55,19.18,11.39
2.2to0.5,4.47,32.58,34.7,34.96
2.2to0.6,5.21,36.01,35.3,48.95
2.2to0.7,5.95,38.3,32.07,46.37
2.2to0.8,6.92,41.71,27.86,49.53
2.2to0.9,7.69,44.31,31.9,47.3
2.2to1.0,8.69,47.86,40.32,44.02
2.2to1.1,9.68,51.27,37.52,39.18
2.2to1.2,10.29,53.14,54.12,39.3
2.2to1.3,11.19,56.18,61.06,38.33
2.2to1.4,11.49,56.47,38.02,31.08
2.2to1.5,12.04,58.25,53.23,36.47
2.2to1.6,12.49,59.53,40.78,27.06
2.2to1.7,13.44,62.54,33.77,27.85
2.2to1.8,13.51,61.93,34.1,26.94
2.2to1.9,14.19,64.46,39.7,27.31
2.2to2.0,14.41,64.64,38.16,25.49
2.2to2.1,14.8,66.0,35.24,27.72
2.2to2.2,17.1,68.14,11.55,8.42
2.2to2.3,15.51,67.75,31.83,23.9
2.2to2.4,15.4,66.02,34.03,24.44
2.2to2.5,14.44,60.8,27.46,16.12
2.2to2.6,14.13,57.4,27.96,14.87
2.2to2.7,13.16,52.89,22.92,15.98
2.2to2.8,11.27,43.7,25.83,9.77
2.2to2.9,10.11,37.82,20.74,9.47
2.2to3.0,8.71,31.26,18.67,8.97
2.3to0.1,3.75,6.78,19.86,7.7
2.3to0.2,3.52,19.98,23.36,-2.92
2.3to0.3,3.48,24.13,21.63,0.76
2.3to0.4,3.75,29.51,23.82,16.29
2.3to0.5,4.46,33.32,42.32,34.41
2.3to0.6,5.25,36.74,41.45,49.55
2.3to0.7,6.02,38.97,30.83,50.04
2.3to0.8,7.03,42.72,33.79,49.06
2.3to0.9,7.8,45.29,35.75,43.96
2.3to1.0,8.86,49.0,35.56,45.11
2.3to1.1,9.82,52.26,49.01,38.85
2.3to1.2,10.51,54.44,50.67,38.35
2.3to1.3,11.36,57.39,55.54,38.88
2.3to1.4,11.62,57.6,53.73,34.2
2.3to1.5,12.2,59.41,47.18,32.26
2.3to1.6,12.62,60.72,47.72,29.88
2.3to1.7,13.55,63.48,34.28,28.12
2.3to1.8,13.59,62.86,31.42,25.61
2.3to1.9,14.25,65.35,45.11,29.09
2.3to2.0,14.48,65.63,40.74,28.07
2.3to2.1,14.84,66.81,35.92,25.27
2.3to2.2,15.43,68.92,35.5,30.68
2.3to2.3,17.09,68.2,11.7,9.65
2.3to2.4,15.35,66.79,35.09,20.98
2.3to2.5,14.32,60.99,25.17,17.61
2.3to2.6,14.02,57.53,26.59,15.49
2.3to2.7,13.01,53.19,23.5,13.5
2.3to2.8,11.17,44.22,20.87,9.02
2.3to2.9,9.94,38.09,19.52,7.47
2.3to3.0,8.53,31.45,18.51,11.54
2.4to0.1,3.63,7.15,17.65,3.97
2.4to0.2,3.6,22.07,35.7,-0.19
2.4to0.3,3.54,26.05,28.92,8.44
2.4to0.4,3.74,29.97,29.53,17.5
2.4to0.5,4.44,33.93,39.63,39.27
2.4to0.6,5.24,37.32,45.12,52.92
2.4to0.7,6.03,39.64,38.53,53.56
2.4to0.8,6.99,43.15,34.92,51.92
2.4to0.9,7.77,45.63,51.54,50.36
2.4to1.0,8.79,49.24,39.21,47.53
2.4to1.1,9.83,52.84,55.71,43.58
2.4to1.2,10.42,54.68,61.93,44.78
2.4to1.3,11.32,57.67,62.82,41.44
2.4to1.4,11.6,58.03,42.12,34.65
2.4to1.5,12.19,59.75,47.4,37.81
2.4to1.6,12.64,61.11,37.59,28.46
2.4to1.7,13.55,64.02,35.06,32.82
2.4to1.8,13.61,63.55,37.9,28.33
2.4to1.9,14.32,65.97,39.3,27.83
2.4to2.0,14.47,66.07,42.11,28.99
2.4to2.1,14.87,67.49,38.06,21.89
2.4to2.2,15.5,69.61,33.87,27.86
2.4to2.3,15.5,69.22,34.57,32.21
2.4to2.4,17.1,68.15,11.13,8.22
2.4to2.5,14.3,62.11,27.19,24.24
2.4to2.6,13.95,58.67,28.99,21.61
2.4to2.7,12.93,53.99,28.71,19.03
2.4to2.8,11.05,44.53,26.97,20.6
2.4to2.9,9.77,38.49,23.27,15.76
2.4to3.0,8.45,31.69,22.0,13.27
2.5to0.1,4.62,13.01,29.56,12.38
2.5to0.2,4.54,29.17,24.63,-3.71
2.5to0.3,4.07,28.24,23.3,-4.22
2.5to0.4,4.13,30.73,20.18,-0.72
2.5to0.5,4.74,32.15,28.77,19.79
2.5to0.6,5.66,36.54,11.1,38.02
2.5to0.7,6.28,39.12,13.01,35.38
2.5to0.8,7.18,41.37,12.97,41.11
2.5to0.9,8.04,44.54,13.6,42.98
2.5to1.0,9.02,48.35,21.88,37.85
2.5to1.1,10.24,52.58,23.24,39.72
2.5to1.2,10.71,53.13,21.93,38.43
2.5to1.3,11.92,57.12,17.91,37.3
2.5to1.4,12.13,56.95,19.69,40.17
2.5to1.5,12.9,59.09,17.71,36.24
2.5to1.6,13.36,61.31,18.52,31.72
2.5to1.7,14.3,65.51,17.49,29.7
2.5to1.8,14.48,65.11,16.66,32.37
2.5to1.9,15.32,66.95,17.03,28.12
2.5to2.0,15.58,66.23,16.52,29.0
2.5to2.1,15.87,68.79,19.52,28.55
2.5to2.2,16.57,70.29,20.97,29.35
2.5to2.3,16.55,71.0,18.26,26.86
2.5to2.4,16.6,68.98,17.51,22.93
2.5to2.5,17.12,68.24,11.82,8.76
2.5to2.6,15.0,63.02,21.99,23.87
2.5to2.7,13.84,56.18,20.67,24.47
2.5to2.8,11.9,45.86,17.36,20.08
2.5to2.9,10.71,41.27,22.42,15.83
2.5to3.0,9.01,34.15,17.76,13.4
2.6to0.1,4.49,10.65,43.24,20.58
2.6to0.2,4.33,28.2,21.93,0.43
2.6to0.3,3.82,25.75,16.44,6.53
2.6to0.4,3.92,30.39,21.34,9.14
2.6to0.5,4.66,32.89,14.33,25.2
2.6to0.6,5.66,37.5,11.7,34.61
2.6to0.7,6.05,37.14,12.05,44.51
2.6to0.8,7.26,42.54,18.12,43.63
2.6to0.9,8.04,44.93,15.56,46.22
2.6to1.0,9.07,48.93,21.87,47.23
2.6to1.1,10.33,53.52,27.9,42.34
2.6to1.2,10.98,54.8,24.24,41.03
2.6to1.3,11.98,57.83,19.66,36.64
2.6to1.4,12.3,58.41,18.13,36.32
2.6to1.5,12.97,60.55,21.4,36.25
2.6to1.6,13.57,63.01,20.86,33.52
2.6to1.7,14.47,67.5,19.39,31.57
2.6to1.8,14.61,67.32,22.09,32.65
2.6to1.9,15.39,69.19,19.84,34.25
2.6to2.0,15.63,68.81,18.68,31.65
2.6to2.1,15.92,71.36,21.02,27.63
2.6to2.2,16.62,72.88,20.93,28.3
2.6to2.3,16.71,73.38,18.72,28.01
2.6to2.4,16.58,71.78,20.53,26.69
2.6to2.5,15.3,68.37,27.07,23.24
2.6to2.6,17.12,68.29,11.9,9.32
2.6to2.7,14.0,59.13,18.72,22.43
2.6to2.8,11.89,46.27,19.5,24.07
2.6to2.9,10.47,41.61,19.09,17.36
2.6to3.0,8.82,34.45,21.93,19.66
2.7to0.1,5.32,11.4,18.34,27.59
2.7to0.2,4.84,28.74,22.8,-2.02
2.7to0.3,4.21,26.31,14.57,3.62
2.7to0.4,4.22,31.74,15.84,6.42
2.7to0.5,5.04,34.7,12.4,25.92
2.7to0.6,5.54,34.58,12.85,33.83
2.7to0.7,6.38,39.48,10.58,32.82
2.7to0.8,7.89,44.75,14.57,43.85
2.7to0.9,8.6,46.28,12.73,38.23
2.7to1.0,9.32,48.39,18.09,47.33
2.7to1.1,10.54,52.31,18.96,45.18
2.7to1.2,11.01,52.94,16.74,44.26
2.7to1.3,12.09,56.76,14.07,39.68
2.7to1.4,12.41,56.74,14.11,38.63
2.7to1.5,13.18,58.97,20.18,40.39
2.7to1.6,13.87,62.25,27.73,35.96
2.7to1.7,14.99,66.46,30.54,40.26
2.7to1.8,15.3,67.36,23.22,29.9
2.7to1.9,16.07,70.03,26.2,36.32
2.7to2.0,16.39,68.94,20.26,33.97
2.7to2.1,16.76,68.81,19.31,37.72
2.7to2.2,17.37,72.22,23.07,34.19
2.7to2.3,17.43,72.64,34.19,34.41
2.7to2.4,17.71,71.36,21.11,30.24
2.7to2.5,16.24,67.79,20.85,30.58
2.7to2.6,16.11,65.1,20.36,27.43
2.7to2.7,17.1,67.94,11.63,7.78
2.7to2.8,12.52,47.75,21.33,17.56
2.7to2.9,11.16,41.51,17.33,24.02
2.7to3.0,9.38,33.97,21.14,23.14
2.8to0.1,5.71,18.63,21.47,17.02
2.8to0.2,5.5,24.4,15.73,17.74
2.8to0.3,5.08,23.96,15.59,15.5
2.8to0.4,4.92,28.19,29.56,13.28
2.8to0.5,5.65,33.17,12.55,9.74
2.8to0.6,6.65,37.78,15.61,8.47
2.8to0.7,6.9,37.43,38.95,23.24
2.8to0.8,8.18,42.44,13.64,35.98
2.8to0.9,8.73,39.77,16.43,40.2
2.8to1.0,9.52,44.24,14.91,39.29
2.8to1.1,11.06,46.49,17.24,42.71
2.8to1.2,11.58,50.74,19.19,43.75
2.8to1.3,12.57,55.8,18.22,50.32
2.8to1.4,12.87,54.17,18.8,47.16
2.8to1.5,13.67,56.33,15.31,50.45
2.8to1.6,14.57,59.45,17.81,44.71
2.8to1.7,15.79,65.73,22.11,34.85
2.8to1.8,16.21,67.9,18.42,30.1
2.8to1.9,17.47,67.84,21.45,35.95
2.8to2.0,17.53,70.07,32.43,38.11
2.8to2.1,18.08,70.26,26.03,39.98
2.8to2.2,18.68,75.89,20.06,35.1
2.8to2.3,18.93,76.34,20.42,30.16
2.8to2.4,19.01,75.86,23.39,35.58
2.8to2.5,17.69,69.86,16.21,35.86
2.8to2.6,18.08,69.22,15.24,33.52
2.8to2.7,16.66,57.32,17.31,43.31
2.8to2.8,17.16,67.88,11.3,8.76
2.8to2.9,13.53,42.49,14.91,28.14
2.8to3.0,10.83,32.24,17.01,30.07
2.9to0.1,6.44,16.26,34.2,21.78
2.9to0.2,5.88,29.55,16.43,15.19
2.9to0.3,6.1,30.48,21.91,15.38
2.9to0.4,5.93,32.25,25.59,13.22
2.9to0.5,6.53,38.64,21.95,12.85
2.9to0.6,7.0,42.12,27.35,25.63
2.9to0.7,7.55,45.58,17.58,19.88
2.9to0.8,8.78,48.14,12.03,24.54
2.9to0.9,9.31,48.67,11.78,31.01
2.9to1.0,10.08,48.67,19.42,35.95
2.9to1.1,11.51,52.95,19.64,40.66
2.9to1.2,11.95,51.65,16.65,42.49
2.9to1.3,12.93,55.74,24.2,43.8
2.9to1.4,13.19,54.3,27.49,40.36
2.9to1.5,14.18,57.45,18.63,40.44
2.9to1.6,15.24,61.98,23.48,43.21
2.9to1.7,15.85,64.61,15.18,33.85
2.9to1.8,15.91,65.32,18.22,37.91
2.9to1.9,17.25,67.06,21.94,41.87
2.9to2.0,17.31,65.59,24.83,41.92
2.9to2.1,17.78,71.55,27.73,32.62
2.9to2.2,19.08,71.05,21.71,37.02
2.9to2.3,19.09,74.4,27.06,32.77
2.9to2.4,19.37,73.0,22.0,34.17
2.9to2.5,17.53,66.88,13.96,33.78
2.9to2.6,17.37,63.79,16.09,37.01
2.9to2.7,16.84,59.35,13.4,35.83
2.9to2.8,15.85,48.08,16.21,34.43
2.9to2.9,17.16,68.02,11.31,8.75
2.9to3.0,12.51,38.68,16.72,31.96
3.0to0.1,6.36,12.19,22.77,22.91
3.0to0.2,7.21,33.3,16.64,30.11
3.0to0.3,7.05,37.89,40.33,23.01
3.0to0.4,6.29,40.49,18.58,13.81
3.0to0.5,6.35,41.33,16.5,16.99
3.0to0.6,6.65,41.33,19.36,25.81
3.0to0.7,7.56,44.73,22.64,28.88
3.0to0.8,8.62,47.49,33.8,41.82
3.0to0.9,9.36,48.35,18.7,32.39
3.0to1.0,10.52,46.91,28.2,47.41
3.0to1.1,11.83,51.8,12.93,39.1
3.0to1.2,12.14,52.35,17.02,40.9
3.0to1.3,13.51,57.04,11.5,34.17
3.0to1.4,13.41,50.41,16.44,37.74
3.0to1.5,14.51,56.82,12.05,38.17
3.0to1.6,15.45,64.64,18.14,22.49
3.0to1.7,16.24,63.78,22.48,27.44
3.0to1.8,16.33,61.63,27.55,25.22
3.0to1.9,16.91,64.39,17.01,27.3
3.0to2.0,17.33,64.66,13.71,23.82
3.0to2.1,17.62,66.14,27.11,26.72
3.0to2.2,19.12,76.56,35.98,16.74
3.0to2.3,18.58,74.41,15.71,17.97
3.0to2.4,19.24,70.82,27.31,23.11
3.0to2.5,17.7,68.34,23.26,12.24
3.0to2.6,17.72,64.01,27.9,14.49
3.0to2.7,16.42,60.05,24.09,18.69
3.0to2.8,14.38,50.96,20.56,25.76
3.0to2.9,13.9,41.91,19.5,35.38
3.0to3.0,17.1,67.77,10.79,8.29
