,Sharpness,Contrast,NIQE,BRISQUE
2.0to1.2,9.05,46.87,11.91,50.99
2.0to1.3,9.77,49.32,18.3,51.41
2.0to1.4,9.87,48.96,14.33,47.21
2.0to1.5,10.62,51.81,13.4,48.96
2.0to1.6,10.68,51.23,12.9,48.39
2.0to1.7,11.71,58.16,26.55,40.99
2.0to1.8,11.49,56.6,25.3,38.5
2.0to1.9,12.06,58.55,20.78,38.67
2.0to2.0,12.4,58.04,13.55,38.22
2.0to2.1,12.61,59.99,20.78,38.07
2.0to2.2,13.11,61.35,17.76,35.65
2.0to2.3,13.12,60.89,18.49,37.82
2.0to2.4,12.9,58.94,17.98,35.35
2.0to2.5,11.94,53.67,15.99,32.64
2.0to2.6,11.5,50.82,15.01,30.17
2.0to2.7,10.69,46.44,15.24,26.58
2.0to2.8,9.04,38.26,13.16,31.25
2.0to2.9,7.69,32.17,17.23,36.95
2.0to3.0,6.86,27.67,20.54,38.7
2.1to0.1,3.03,6.49,65.47,9.78
2.1to0.2,2.8,16.14,19.77,17.72
2.1to0.3,2.95,21.38,21.08,17.83
2.1to0.4,3.25,25.56,29.13,20.85
2.1to0.5,3.65,29.16,31.27,35.44
2.1to0.6,4.42,33.37,20.59,50.2
2.1to0.7,5.39,36.47,19.46,58.46
2.1to0.8,6.32,40.24,34.75,57.69
2.1to0.9,6.96,42.39,28.24,57.04
2.1to1.0,7.94,46.13,24.32,54.58
2.1to1.1,8.56,48.22,33.45,48.95
2.1to1.2,9.35,50.71,37.78,47.29
2.1to1.3,9.9,52.51,35.43,42.24
2.1to1.4,10.07,52.64,42.36,40.85
2.1to1.5,10.47,53.76,37.89,41.98
2.1to1.6,10.69,54.41,33.7,37.5
2.1to1.7,11.39,56.36,22.28,41.11
2.1to1.8,11.13,55.25,22.95,41.97
2.1to1.9,11.62,56.82,21.46,40.66
2.1to2.0,11.84,56.84,19.67,39.1
2.1to2.1,12.42,58.09,13.69,37.75
2.1to2.2,12.69,59.98,18.06,36.89
2.1to2.3,12.67,59.65,19.49,34.69
2.1to2.4,12.47,57.6,18.43,34.94
2.1to2.5,11.63,52.03,14.99,34.92
2.1to2.6,11.15,48.69,14.66,36.03
2.1to2.7,10.36,45.25,14.53,29.51
2.1to2.8,8.83,38.04,13.73,29.22
2.1to2.9,7.54,31.47,15.94,39.44
2.1to3.0,6.63,26.46,23.3,36.62
2.2to0.1,3.49,7.43,68.08,16.0
2.2to0.2,3.2,18.32,45.08,12.02
2.2to0.3,3.29,22.97,32.68,13.55
2.2to0.4,3.41,26.14,69.29,21.7
2.2to0.5,3.66,29.03,32.88,37.92
2.2to0.6,4.26,31.73,25.45,46.13
2.2to0.7,5.28,35.5,21.01,56.73
2.2to0.8,6.04,38.46,21.13,55.32
2.2to0.9,6.56,39.77,26.01,52.75
2.2to1.0,7.72,44.2,23.14,51.88
2.2to1.1,8.45,46.74,32.86,49.86
2.2to1.2,9.14,48.86,30.95,49.81
2.2to1.3,9.68,51.18,29.85,46.48
2.2to1.4,9.77,51.05,31.71,46.35
2.2to1.5,10.14,52.19,32.21,40.81
2.2to1.6,10.35,52.64,31.49,42.13
2.2to1.7,11.12,55.34,27.68,42.63
2.2to1.8,10.9,53.88,26.02,40.99
2.2to1.9,11.25,55.12,23.34,44.31
2.2to2.0,11.32,54.84,22.6,43.28
2.2to2.1,11.7,56.31,19.71,42.2
2.2to2.2,12.45,58.25,13.31,35.75
2.2to2.3,12.17,57.04,17.24,39.45
2.2to2.4,11.88,55.58,17.91,35.56
2.2to2.5,11.27,51.13,14.41,36.38
2.2to2.6,10.65,47.52,17.58,33.92
2.2to2.7,10.14,44.77,15.86,37.25
2.2to2.8,8.61,36.78,14.24,34.0
2.2to2.9,7.47,31.71,15.94,35.73
2.2to3.0,6.59,26.42,18.79,38.86
2.3to0.1,3.34,7.19,74.7,9.71
2.3to0.2,3.27,19.22,44.61,11.28
2.3to0.3,3.39,24.35,32.03,19.23
2.3to0.4,3.6,27.99,47.56,25.6
2.3to0.5,3.82,30.42,24.13,34.99
2.3to0.6,4.26,32.08,19.64,44.84
2.3to0.7,5.24,35.48,17.7,58.85
2.3to0.8,6.07,38.42,31.05,62.92
2.3to0.9,6.67,40.52,27.06,57.77
2.3to1.0,7.75,44.62,45.09,50.12
2.3to1.1,8.36,46.54,28.0,50.11
2.3to1.2,9.07,48.99,34.63,46.67
2.3to1.3,9.54,50.61,39.74,44.62
2.3to1.4,9.71,50.35,32.32,46.63
2.3to1.5,10.09,51.8,36.82,43.26
2.3to1.6,10.28,52.87,34.1,47.37
2.3to1.7,11.13,55.61,26.87,43.99
2.3to1.8,10.86,54.18,29.02,41.13
2.3to1.9,11.21,54.9,26.52,45.25
2.3to2.0,11.33,54.98,23.59,44.25
2.3to2.1,11.67,56.46,22.26,41.99
2.3to2.2,12.08,58.03,23.38,40.13
2.3to2.3,12.42,58.3,13.77,38.26
2.3to2.4,11.85,54.97,19.25,39.96
2.3to2.5,11.22,51.08,17.94,37.08
2.3to2.6,10.79,47.96,15.61,35.36
2.3to2.7,10.1,45.28,15.83,35.25
2.3to2.8,8.78,37.66,13.92,35.89
2.3to2.9,7.45,32.2,25.77,39.64
2.3to3.0,6.7,26.9,24.79,42.07
2.4to0.1,3.21,7.38,45.98,10.47
2.4to0.2,3.17,20.81,38.04,8.41
2.4to0.3,3.2,23.72,36.34,28.13
2.4to0.4,3.56,26.72,33.17,25.56
2.4to0.5,3.8,30.9,48.17,39.25
2.4to0.6,4.29,33.44,44.19,50.54
2.4to0.7,5.33,36.78,34.62,60.69
2.4to0.8,6.22,40.82,48.96,61.46
2.4to0.9,6.77,42.47,43.74,56.39
2.4to1.0,7.92,47.1,51.85,53.95
2.4to1.1,8.68,49.84,44.13,48.3
2.4to1.2,9.33,51.44,34.98,41.65
2.4to1.3,9.81,53.11,39.48,43.56
2.4to1.4,9.98,53.21,39.97,42.43
2.4to1.5,10.27,53.86,41.54,43.02
2.4to1.6,10.6,54.94,34.54,44.64
2.4to1.7,11.33,57.29,34.01,43.48
2.4to1.8,11.07,55.69,28.7,43.97
2.4to1.9,11.54,57.08,23.67,43.95
2.4to2.0,11.52,56.5,25.97,46.35
2.4to2.1,11.92,58.23,26.53,43.4
2.4to2.2,12.28,60.28,22.14,39.68
2.4to2.3,12.25,59.69,20.68,39.87
2.4to2.4,12.39,58.18,13.78,38.09
2.4to2.5,11.22,53.03,19.27,39.72
2.4to2.6,10.81,50.0,16.7,38.48
2.4to2.7,10.06,46.33,17.81,38.64
2.4to2.8,8.85,38.63,16.83,33.24
2.4to2.9,7.6,33.78,19.59,35.05
2.4to3.0,6.65,28.11,27.26,39.12
2.5to0.1,2.51,6.26,76.61,4.77
2.5to0.2,2.72,19.0,52.13,25.63
2.5to0.3,2.94,24.14,65.16,33.0
2.5to0.4,3.35,30.1,32.54,42.22
2.5to0.5,4.08,35.22,43.96,53.58
2.5to0.6,4.89,38.62,31.92,62.91
2.5to0.7,5.89,41.56,24.19,64.86
2.5to0.8,6.76,45.35,40.08,64.01
2.5to0.9,7.51,48.28,44.59,57.15
2.5to1.0,8.48,51.42,40.14,52.82
2.5to1.1,9.28,54.6,35.01,51.01
2.5to1.2,9.94,56.52,56.91,46.97
2.5to1.3,10.66,59.28,54.3,45.81
2.5to1.4,10.82,59.39,49.35,42.75
2.5to1.5,11.21,60.52,53.4,42.65
2.5to1.6,11.41,61.2,47.11,41.48
2.5to1.7,12.08,63.36,39.33,46.01
2.5to1.8,11.94,62.59,48.35,43.46
2.5to1.9,12.39,64.62,45.47,41.13
2.5to2.0,12.46,64.48,36.77,40.46
2.5to2.1,12.87,65.91,40.8,41.11
2.5to2.2,13.24,67.54,36.68,40.41
2.5to2.3,13.33,67.42,32.97,41.1
2.5to2.4,12.95,64.91,32.11,37.27
2.5to2.5,12.43,58.44,13.29,37.23
2.5to2.6,11.43,54.9,35.58,39.86
2.5to2.7,10.58,50.93,30.5,38.33
2.5to2.8,9.13,42.48,33.79,36.32
2.5to2.9,7.95,37.2,41.29,38.51
2.5to3.0,6.76,30.7,44.75,38.5
2.6to0.1,2.53,6.56,80.08,8.26
2.6to0.2,2.88,21.21,73.19,23.43
2.6to0.3,3.2,27.63,43.87,37.32
2.6to0.4,3.66,33.09,57.43,43.65
2.6to0.5,4.3,37.28,57.57,53.55
2.6to0.6,5.1,40.89,43.89,57.66
2.6to0.7,5.97,42.78,31.59,63.69
2.6to0.8,6.97,47.34,34.71,64.83
2.6to0.9,7.58,49.65,40.79,58.63
2.6to1.0,8.71,53.65,45.45,55.93
2.6to1.1,9.44,56.3,43.57,53.62
2.6to1.2,10.32,59.35,42.89,47.76
2.6to1.3,11.09,62.94,43.24,51.38
2.6to1.4,11.17,62.13,47.47,50.21
2.6to1.5,11.5,63.48,41.73,42.17
2.6to1.6,11.73,64.53,45.12,46.9
2.6to1.7,12.32,66.5,41.63,47.94
2.6to1.8,12.03,64.73,43.44,46.05
2.6to1.9,12.5,67.26,41.28,42.48
2.6to2.0,12.69,67.09,43.99,43.79
2.6to2.1,12.87,68.18,41.37,45.79
2.6to2.2,13.38,70.12,41.68,42.81
2.6to2.3,13.57,70.57,42.51,40.62
2.6to2.4,13.11,68.24,39.1,37.61
2.6to2.5,12.12,62.14,40.03,45.41
2.6to2.6,12.43,58.32,13.47,37.88
2.6to2.7,11.1,55.03,40.27,40.68
2.6to2.8,9.36,45.05,51.09,41.56
2.6to2.9,8.09,39.15,39.27,36.96
2.6to3.0,6.94,32.31,44.03,40.38
2.7to0.1,2.43,7.86,81.64,5.36
2.7to0.2,3.02,24.47,48.71,24.9
2.7to0.3,3.25,29.67,35.1,36.8
2.7to0.4,3.66,34.84,52.8,53.41
2.7to0.5,4.49,39.61,38.49,64.39
2.7to0.6,5.41,43.22,27.24,56.5
2.7to0.7,6.33,46.17,29.67,67.35
2.7to0.8,7.3,49.72,42.04,64.64
2.7to0.9,7.87,51.06,39.43,61.95
2.7to1.0,8.97,55.46,28.73,63.31
2.7to1.1,9.86,58.6,39.94,51.45
2.7to1.2,10.51,60.57,47.12,51.68
2.7to1.3,11.11,63.11,44.98,49.39
2.7to1.4,11.27,62.81,43.45,47.48
2.7to1.5,11.52,63.85,47.67,50.09
2.7to1.6,11.82,65.0,42.78,54.73
2.7to1.7,12.77,68.56,39.5,36.86
2.7to1.8,12.61,67.56,31.99,44.35
2.7to1.9,13.12,69.62,48.79,44.59
2.7to2.0,13.21,69.64,30.44,30.69
2.7to2.1,13.62,70.82,46.88,48.63
2.7to2.2,14.13,73.13,29.64,42.12
2.7to2.3,14.03,73.04,41.55,52.5
2.7to2.4,13.92,71.09,39.8,32.41
2.7to2.5,12.9,65.75,34.11,34.42
2.7to2.6,12.45,62.05,41.23,33.61
2.7to2.7,12.46,58.41,12.98,37.81
2.7to2.8,9.86,47.73,40.84,38.24
2.7to2.9,8.54,41.34,46.3,42.79
2.7to3.0,7.48,34.15,38.34,37.77
2.8to0.1,2.57,8.98,70.4,10.56
2.8to0.2,3.4,28.78,24.13,28.12
2.8to0.3,3.71,34.07,33.8,44.57
2.8to0.4,4.35,41.52,36.17,54.05
2.8to0.5,5.11,44.43,38.84,61.78
2.8to0.6,6.04,48.0,35.4,60.74
2.8to0.7,6.77,48.48,31.26,68.93
2.8to0.8,7.84,51.63,40.49,66.07
2.8to0.9,8.48,53.3,49.99,57.79
2.8to1.0,9.42,56.38,37.15,55.01
2.8to1.1,10.39,59.05,45.23,49.17
2.8to1.2,11.07,61.25,47.64,53.3
2.8to1.3,11.68,64.03,47.08,51.09
2.8to1.4,11.88,64.44,43.46,48.49
2.8to1.5,12.26,65.66,41.41,47.72
2.8to1.6,12.59,66.83,51.76,48.89
2.8to1.7,13.35,69.34,49.89,46.68
2.8to1.8,13.27,69.08,51.19,41.53
2.8to1.9,13.8,71.29,39.91,43.29
2.8to2.0,13.99,71.26,45.89,43.59
2.8to2.1,14.34,72.53,44.02,42.57
2.8to2.2,14.85,74.84,56.91,44.28
2.8to2.3,15.1,76.22,29.34,31.96
2.8to2.4,14.83,73.83,55.64,43.87
2.8to2.5,14.15,70.86,57.23,35.59
2.8to2.6,13.93,68.7,42.12,38.75
2.8to2.7,12.65,62.07,50.72,45.59
2.8to2.8,12.47,58.52,13.0,37.17
2.8to2.9,9.63,46.61,31.97,44.58
2.8to3.0,8.08,36.97,38.17,40.28
2.9to0.1,2.58,7.3,54.83,19.53
2.9to0.2,3.64,31.81,28.03,27.25
2.9to0.3,4.07,38.81,35.46,44.48
2.9to0.4,4.75,45.49,31.82,53.85
2.9to0.5,5.52,46.72,41.95,62.59
2.9to0.6,6.37,48.72,34.57,68.82
2.9to0.7,7.34,51.44,39.29,63.7
2.9to0.8,8.33,54.01,46.9,62.15
2.9to0.9,8.97,55.02,37.29,61.11
2.9to1.0,9.58,54.1,40.81,58.25
2.9to1.1,10.54,57.99,43.79,56.38
2.9to1.2,11.04,58.94,43.13,52.78
2.9to1.3,12.09,62.85,54.68,43.44
2.9to1.4,12.22,62.98,49.83,43.19
2.9to1.5,12.63,63.65,41.51,41.76
2.9to1.6,13.16,66.49,45.15,39.7
2.9to1.7,13.78,68.45,43.23,43.85
2.9to1.8,13.7,67.47,36.16,45.88
2.9to1.9,13.99,67.78,46.82,34.48
2.9to2.0,14.29,69.78,62.4,37.03
2.9to2.1,14.69,71.93,37.39,31.92
2.9to2.2,14.95,71.97,41.36,42.3
2.9to2.3,15.03,72.34,36.85,32.81
2.9to2.4,14.8,71.3,66.75,39.05
2.9to2.5,14.59,69.47,49.52,36.33
2.9to2.6,14.33,67.13,54.39,40.22
2.9to2.7,13.48,61.58,33.93,45.1
2.9to2.8,11.59,51.89,37.01,44.31
2.9to2.9,12.42,58.31,13.62,38.34
2.9to3.0,9.19,39.83,36.5,40.97
3.0to0.1,2.69,7.6,62.74,17.75
3.0to0.2,4.45,38.03,62.39,30.69
3.0to0.3,4.66,42.45,28.66,48.04
3.0to0.4,5.48,51.48,28.63,58.71
3.0to0.5,5.82,49.76,38.68,71.26
3.0to0.6,6.72,52.73,33.79,69.62
3.0to0.7,7.39,52.47,54.47,70.41
3.0to0.8,8.42,54.73,41.45,70.43
3.0to0.9,9.15,54.99,33.89,60.11
3.0to1.0,9.88,57.16,35.87,59.59
3.0to1.1,9.9,52.85,53.86,50.91
3.0to1.2,10.33,53.21,58.57,44.88
3.0to1.3,11.27,56.54,33.06,46.93
3.0to1.4,11.29,55.49,72.2,42.29
3.0to1.5,11.86,56.86,46.51,37.29
3.0to1.6,12.45,59.08,63.69,33.37
3.0to1.7,13.45,61.98,46.7,32.0
3.0to1.8,13.3,58.92,69.08,31.64
3.0to1.9,13.89,64.85,39.54,30.08
3.0to2.0,13.98,62.78,58.71,31.37
3.0to2.1,14.25,65.12,47.48,30.9
3.0to2.2,15.25,68.58,55.8,27.91
3.0to2.3,14.75,68.06,64.99,37.25
3.0to2.4,15.41,68.39,61.31,33.91
3.0to2.5,14.31,64.36,56.08,33.14
3.0to2.6,14.34,62.75,48.21,28.79
3.0to2.7,13.09,58.7,45.18,28.12
3.0to2.8,11.05,47.91,59.84,35.35
3.0to2.9,10.56,44.53,60.18,38.97
3.0to3.0,12.44,58.39,13.6,38.2
