,Sharpness,Contrast,NIQE,BRISQUE
2.0to1.2,12.71,25.83,30.91,44.66
2.0to1.3,13.65,27.58,17.3,36.0
2.0to1.4,13.61,27.31,15.4,33.7
2.0to1.5,14.51,28.87,17.8,34.48
2.0to1.6,14.79,29.1,20.84,35.34
2.0to1.7,15.51,32.93,39.81,26.87
2.0to1.8,16.36,32.91,45.45,22.22
2.0to1.9,17.56,34.6,50.16,15.26
2.0to2.0,22.77,37.67,23.98,36.27
2.0to2.1,20.39,37.16,59.75,17.67
2.0to2.2,22.17,39.03,62.78,18.0
2.0to2.3,23.47,39.9,57.07,23.53
2.0to2.4,24.4,39.71,50.77,28.84
2.0to2.5,24.34,38.0,43.78,38.94
2.0to2.6,25.15,37.55,40.95,42.98
2.0to2.7,25.07,36.29,40.46,49.56
2.0to2.8,23.08,32.06,30.85,50.68
2.0to2.9,21.14,28.71,23.25,56.47
2.0to3.0,19.35,25.91,20.03,55.05
2.1to0.1,13.2,15.24,58.42,76.55
2.1to0.2,10.02,13.4,61.95,73.19
2.1to0.3,9.18,13.95,35.14,73.71
2.1to0.4,8.63,14.46,29.67,73.37
2.1to0.5,8.48,15.76,55.29,73.86
2.1to0.6,8.15,17.32,60.04,71.27
2.1to0.7,8.5,18.92,45.86,66.32
2.1to0.8,8.79,20.8,49.48,59.76
2.1to0.9,9.05,21.98,50.83,60.11
2.1to1.0,9.51,23.68,34.45,56.35
2.1to1.1,9.9,24.91,30.11,56.13
2.1to1.2,10.55,26.26,25.76,51.39
2.1to1.3,11.18,27.52,25.51,45.33
2.1to1.4,11.87,28.08,23.03,38.58
2.1to1.5,12.56,29.01,27.31,33.67
2.1to1.6,13.08,29.87,40.44,28.41
2.1to1.7,14.7,31.78,38.55,27.24
2.1to1.8,15.16,31.6,45.24,20.93
2.1to1.9,15.96,32.96,63.01,12.43
2.1to2.0,17.46,34.02,48.2,11.8
2.1to2.1,22.67,37.56,23.79,35.34
2.1to2.2,20.39,37.15,62.89,14.17
2.1to2.3,21.5,37.63,59.13,18.27
2.1to2.4,22.71,37.91,56.43,25.17
2.1to2.5,22.76,36.42,44.82,34.49
2.1to2.6,23.42,35.82,39.13,40.58
2.1to2.7,23.34,34.43,41.04,45.18
2.1to2.8,21.58,30.37,31.08,48.77
2.1to2.9,20.37,27.73,22.8,58.45
2.1to3.0,18.72,25.24,20.04,59.6
2.2to0.1,12.15,14.39,55.01,75.56
2.2to0.2,9.71,13.61,36.77,75.27
2.2to0.3,8.76,13.74,40.97,69.78
2.2to0.4,8.32,14.69,41.28,64.87
2.2to0.5,8.11,15.28,33.11,66.9
2.2to0.6,7.8,16.54,46.21,67.9
2.2to0.7,8.42,18.47,43.87,59.93
2.2to0.8,8.47,19.88,57.43,55.39
2.2to0.9,8.72,20.74,57.01,54.3
2.2to1.0,9.48,22.91,42.42,51.54
2.2to1.1,9.66,24.04,22.53,46.86
2.2to1.2,10.04,25.22,15.74,43.23
2.2to1.3,10.62,26.53,17.49,39.69
2.2to1.4,11.36,27.08,21.76,34.96
2.2to1.5,11.93,27.96,31.77,33.95
2.2to1.6,12.62,28.62,39.37,28.66
2.2to1.7,14.04,30.62,34.3,29.88
2.2to1.8,14.43,30.21,41.75,26.67
2.2to1.9,14.98,31.61,48.03,20.17
2.2to2.0,15.89,32.27,55.6,14.68
2.2to2.1,17.18,33.47,59.2,16.36
2.2to2.2,22.83,37.58,21.04,36.47
2.2to2.3,19.73,35.56,49.54,15.5
2.2to2.4,20.64,35.55,53.75,22.85
2.2to2.5,21.29,34.47,45.87,32.51
2.2to2.6,21.74,33.74,39.4,36.29
2.2to2.7,21.18,32.04,38.5,39.74
2.2to2.8,19.89,28.33,31.42,47.57
2.2to2.9,19.03,26.13,20.48,54.45
2.2to3.0,16.56,22.88,22.44,57.64
2.3to0.1,11.61,14.01,61.05,70.64
2.3to0.2,9.16,13.19,48.58,74.95
2.3to0.3,8.26,13.81,47.0,67.53
2.3to0.4,7.65,14.39,38.37,62.87
2.3to0.5,7.66,15.12,40.35,68.63
2.3to0.6,7.42,16.25,26.86,62.93
2.3to0.7,8.05,18.61,49.27,56.68
2.3to0.8,8.26,19.92,50.98,50.92
2.3to0.9,8.34,20.89,52.33,45.3
2.3to1.0,8.99,23.11,36.77,45.41
2.3to1.1,9.41,23.91,27.9,43.64
2.3to1.2,10.09,25.67,21.31,46.35
2.3to1.3,10.6,26.61,16.05,41.35
2.3to1.4,11.25,27.33,22.29,38.75
2.3to1.5,11.71,27.94,29.27,37.32
2.3to1.6,12.35,28.64,36.02,35.04
2.3to1.7,13.57,30.47,33.83,30.88
2.3to1.8,14.24,30.33,36.44,32.91
2.3to1.9,14.39,31.39,50.96,21.47
2.3to2.0,15.63,32.2,47.64,18.95
2.3to2.1,16.58,33.38,56.14,14.85
2.3to2.2,17.68,34.69,64.62,12.57
2.3to2.3,22.95,37.72,20.68,36.78
2.3to2.4,19.42,34.88,51.33,18.0
2.3to2.5,19.54,33.32,49.15,25.6
2.3to2.6,20.03,32.62,42.34,31.88
2.3to2.7,20.34,31.65,35.97,37.25
2.3to2.8,18.83,27.48,30.65,45.11
2.3to2.9,17.74,25.09,26.84,53.11
2.3to3.0,16.63,22.9,24.07,56.72
2.4to0.1,10.46,12.65,54.74,74.38
2.4to0.2,8.26,12.6,42.87,66.7
2.4to0.3,7.26,13.07,32.36,60.21
2.4to0.4,7.39,14.22,37.96,55.7
2.4to0.5,7.08,15.2,47.65,56.87
2.4to0.6,6.99,16.5,32.57,55.01
2.4to0.7,7.38,18.71,32.18,49.91
2.4to0.8,7.5,20.34,34.12,47.73
2.4to0.9,7.77,21.12,36.15,45.12
2.4to1.0,8.45,23.16,36.89,44.83
2.4to1.1,9.11,24.69,34.24,44.22
2.4to1.2,9.74,25.97,19.91,46.01
2.4to1.3,10.53,27.73,21.97,42.28
2.4to1.4,10.89,27.89,27.06,38.85
2.4to1.5,11.31,28.67,31.56,38.67
2.4to1.6,12.19,29.53,29.26,43.27
2.4to1.7,13.41,31.34,29.82,39.25
2.4to1.8,13.57,30.7,39.13,33.18
2.4to1.9,14.07,32.11,51.15,23.23
2.4to2.0,14.7,32.37,53.9,20.45
2.4to2.1,15.59,33.42,49.59,13.18
2.4to2.2,16.54,34.9,60.02,8.06
2.4to2.3,17.44,35.1,64.14,6.37
2.4to2.4,22.88,37.64,21.38,36.63
2.4to2.5,18.03,33.03,47.44,16.87
2.4to2.6,18.69,32.15,40.07,23.47
2.4to2.7,18.56,30.81,44.72,28.14
2.4to2.8,17.39,26.85,35.38,34.43
2.4to2.9,15.92,24.12,29.6,42.63
2.4to3.0,15.16,22.19,21.98,49.16
2.5to0.1,8.75,10.64,45.66,68.04
2.5to0.2,6.55,10.94,52.67,54.68
2.5to0.3,5.94,12.49,20.39,46.96
2.5to0.4,5.44,14.06,22.14,42.19
2.5to0.5,5.67,16.95,36.7,42.92
2.5to0.6,5.84,18.51,27.12,43.69
2.5to0.7,6.23,20.29,20.76,38.44
2.5to0.8,6.7,22.81,19.99,35.83
2.5to0.9,7.08,24.43,18.95,33.92
2.5to1.0,7.79,26.45,31.9,43.53
2.5to1.1,8.44,27.81,38.1,47.45
2.5to1.2,9.16,29.26,30.97,53.36
2.5to1.3,9.94,30.58,16.44,49.44
2.5to1.4,10.35,30.92,15.43,44.74
2.5to1.5,10.97,31.81,18.77,40.79
2.5to1.6,11.5,32.37,30.45,35.12
2.5to1.7,12.27,34.16,46.06,29.66
2.5to1.8,12.69,33.79,51.76,22.3
2.5to1.9,13.61,35.49,45.63,20.08
2.5to2.0,14.41,36.15,46.21,14.68
2.5to2.1,14.99,36.92,59.05,9.82
2.5to2.2,16.27,38.52,58.95,7.75
2.5to2.3,16.55,38.32,60.25,3.32
2.5to2.4,16.71,37.43,47.4,0.58
2.5to2.5,22.78,37.68,22.06,36.04
2.5to2.6,16.56,32.97,64.58,1.71
2.5to2.7,16.14,31.55,64.05,3.59
2.5to2.8,15.34,27.33,53.43,14.24
2.5to2.9,13.77,24.19,35.49,22.15
2.5to3.0,12.46,21.53,32.43,33.79
2.6to0.1,7.92,9.73,44.21,64.13
2.6to0.2,5.99,11.57,32.4,44.93
2.6to0.3,5.43,14.08,23.01,37.44
2.6to0.4,4.94,15.92,36.65,28.21
2.6to0.5,5.16,18.2,26.33,31.09
2.6to0.6,5.32,19.93,20.81,29.08
2.6to0.7,5.95,22.03,21.24,29.33
2.6to0.8,6.57,25.27,17.78,28.04
2.6to0.9,7.03,27.04,29.41,34.7
2.6to1.0,7.73,29.12,34.05,44.92
2.6to1.1,8.49,31.06,33.76,50.36
2.6to1.2,9.43,32.99,19.39,53.28
2.6to1.3,10.06,34.26,16.68,47.23
2.6to1.4,10.6,34.75,18.75,47.69
2.6to1.5,11.01,34.89,28.92,42.3
2.6to1.6,11.53,35.69,27.6,36.02
2.6to1.7,12.18,37.01,30.69,32.43
2.6to1.8,12.49,36.52,45.63,27.0
2.6to1.9,13.38,38.16,51.67,23.52
2.6to2.0,14.01,38.77,43.01,18.14
2.6to2.1,14.68,39.76,59.47,10.88
2.6to2.2,15.42,40.91,54.89,5.02
2.6to2.3,15.8,40.39,69.63,-0.64
2.6to2.4,15.85,39.61,79.56,-3.91
2.6to2.5,15.07,36.02,64.91,-9.47
2.6to2.6,22.79,37.62,21.65,36.68
2.6to2.7,14.94,32.66,49.84,-3.63
2.6to2.8,14.04,27.87,60.83,3.8
2.6to2.9,12.63,24.6,42.71,13.1
2.6to3.0,11.69,21.91,37.62,22.71
2.7to0.1,6.39,7.69,26.59,46.71
2.7to0.2,5.01,11.41,25.99,34.05
2.7to0.3,4.4,14.18,20.68,22.39
2.7to0.4,4.04,16.61,22.67,11.98
2.7to0.5,4.24,19.22,13.21,10.35
2.7to0.6,4.69,22.02,15.25,8.22
2.7to0.7,5.26,23.52,10.93,21.07
2.7to0.8,6.04,26.53,18.99,32.03
2.7to0.9,6.65,28.7,22.29,38.08
2.7to1.0,7.57,31.68,28.3,52.43
2.7to1.1,8.28,33.52,23.49,53.0
2.7to1.2,9.04,35.32,18.81,54.2
2.7to1.3,9.67,36.99,18.09,53.29
2.7to1.4,10.05,37.45,19.45,50.82
2.7to1.5,10.55,38.14,17.39,46.74
2.7to1.6,10.97,39.01,19.34,42.18
2.7to1.7,11.66,40.07,19.72,36.39
2.7to1.8,11.84,39.66,20.51,33.99
2.7to1.9,12.64,41.71,23.42,28.76
2.7to2.0,13.02,41.68,32.62,22.77
2.7to2.1,13.81,42.8,28.33,14.55
2.7to2.2,14.66,44.85,26.04,12.62
2.7to2.3,14.72,44.16,35.39,7.36
2.7to2.4,15.1,42.42,41.43,0.62
2.7to2.5,14.16,38.36,28.67,-0.28
2.7to2.6,14.07,36.67,53.73,-2.44
2.7to2.7,22.85,37.63,21.85,37.07
2.7to2.8,12.21,29.3,33.28,-8.22
2.7to2.9,10.85,25.7,34.36,-0.09
2.7to3.0,10.19,22.19,34.04,11.63
2.8to0.1,5.7,6.96,45.86,40.66
2.8to0.2,4.71,14.08,19.65,21.05
2.8to0.3,4.25,16.99,31.59,10.57
2.8to0.4,4.1,19.68,21.14,1.14
2.8to0.5,4.44,22.52,14.41,3.56
2.8to0.6,4.89,25.43,11.56,11.54
2.8to0.7,5.57,28.0,20.49,21.04
2.8to0.8,6.47,31.6,32.91,32.3
2.8to0.9,7.14,33.75,36.71,45.17
2.8to1.0,8.05,36.45,25.75,49.68
2.8to1.1,8.94,38.75,18.26,48.59
2.8to1.2,9.58,40.46,17.19,48.97
2.8to1.3,10.28,42.44,15.35,47.09
2.8to1.4,10.61,42.66,16.15,43.91
2.8to1.5,11.11,44.11,20.93,42.46
2.8to1.6,11.65,45.4,26.36,38.05
2.8to1.7,12.48,47.44,17.55,37.04
2.8to1.8,12.54,46.74,20.98,35.14
2.8to1.9,13.55,50.43,18.95,25.7
2.8to2.0,13.68,50.33,25.78,21.17
2.8to2.1,14.29,51.7,25.13,16.51
2.8to2.2,14.81,52.85,34.59,13.99
2.8to2.3,15.0,52.56,32.3,9.85
2.8to2.4,14.95,51.07,34.65,7.88
2.8to2.5,14.36,45.44,21.64,8.57
2.8to2.6,14.1,42.62,22.88,5.25
2.8to2.7,13.36,40.54,29.96,-1.83
2.8to2.8,22.85,37.65,21.55,36.94
2.8to2.9,10.49,28.92,23.23,4.52
2.8to3.0,9.43,24.93,20.85,9.26
2.9to0.1,5.18,6.6,30.46,33.77
2.9to0.2,4.38,15.55,24.56,12.83
2.9to0.3,3.98,18.64,16.93,2.43
2.9to0.4,4.03,22.21,17.53,1.78
2.9to0.5,4.49,25.59,13.05,6.12
2.9to0.6,5.08,28.55,17.34,15.52
2.9to0.7,5.74,30.87,19.38,25.01
2.9to0.8,6.65,34.0,12.51,30.35
2.9to0.9,7.43,36.29,21.27,33.85
2.9to1.0,8.41,39.97,24.9,38.03
2.9to1.1,9.28,42.84,33.82,37.96
2.9to1.2,9.87,44.51,25.46,37.22
2.9to1.3,10.78,47.59,17.06,37.32
2.9to1.4,10.99,47.82,14.09,34.56
2.9to1.5,11.57,49.95,19.31,33.18
2.9to1.6,11.96,50.74,16.84,30.95
2.9to1.7,12.81,52.9,17.1,30.46
2.9to1.8,12.8,52.28,17.74,29.8
2.9to1.9,13.68,56.03,23.57,26.59
2.9to2.0,13.81,55.8,16.08,22.18
2.9to2.1,14.22,57.28,19.85,21.74
2.9to2.2,15.0,60.03,19.58,20.56
2.9to2.3,15.01,59.46,20.54,20.25
2.9to2.4,14.81,57.89,20.19,18.95
2.9to2.5,13.94,51.57,15.56,18.55
2.9to2.6,13.74,48.94,18.91,18.3
2.9to2.7,12.55,44.6,22.33,13.61
2.9to2.8,10.97,36.94,23.68,13.9
2.9to2.9,22.87,37.67,21.35,37.12
2.9to3.0,8.83,26.27,24.03,14.72
3.0to0.1,4.81,6.27,26.05,33.22
3.0to0.2,4.56,19.94,25.43,9.27
3.0to0.3,4.26,23.47,15.58,-0.81
3.0to0.4,4.38,28.12,16.34,2.32
3.0to0.5,5.01,31.76,19.69,9.23
3.0to0.6,5.71,35.56,19.33,24.12
3.0to0.7,6.49,37.54,25.56,29.51
3.0to0.8,7.51,41.29,19.07,33.78
3.0to0.9,8.34,43.6,17.5,36.4
3.0to1.0,9.27,47.01,15.41,38.98
3.0to1.1,10.46,50.74,21.02,36.94
3.0to1.2,11.08,52.62,17.43,37.32
3.0to1.3,11.99,55.43,11.96,34.13
3.0to1.4,12.21,55.58,12.85,33.06
3.0to1.5,12.8,57.53,14.3,33.67
3.0to1.6,13.19,58.86,14.32,28.99
3.0to1.7,14.33,61.87,23.25,30.61
3.0to1.8,14.28,60.83,18.81,29.99
3.0to1.9,14.87,63.29,18.78,27.5
3.0to2.0,15.1,63.32,17.04,27.28
3.0to2.1,15.44,64.89,18.13,24.66
3.0to2.2,16.14,67.13,21.12,22.61
3.0to2.3,16.07,66.72,21.65,20.6
3.0to2.4,15.86,64.67,17.22,21.47
3.0to2.5,15.23,60.01,18.82,21.76
3.0to2.6,14.84,56.22,16.7,19.01
3.0to2.7,13.72,52.06,18.14,17.58
3.0to2.8,11.55,42.59,16.47,16.91
3.0to2.9,10.53,37.17,14.45,14.84
3.0to3.0,22.88,37.68,21.41,37.02
